,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-11-01T17:48:00.477+03:00,   0.100E+01,   1.00000,   0.07812
      2,2020-11-01T17:48:00.477+03:00,   0.100E+01,   2.00000,   0.07812
      3,2020-11-01T17:48:00.477+03:00,   0.100E+01,   3.00000,   0.07812
      4,2020-11-01T17:48:00.477+03:00,   0.100E+01,   4.00000,   0.07812
      5,2020-11-01T17:48:00.477+03:00,   0.100E+01,   5.00000,   0.07812
      6,2020-11-01T17:48:00.477+03:00,   0.100E+01,   6.00000,   0.07812
      7,2020-11-01T17:48:00.477+03:00,   0.100E+01,   7.00000,   0.07812
      8,2020-11-01T17:48:00.477+03:00,   0.100E+01,   8.00000,   0.07812
      9,2020-11-01T17:48:00.477+03:00,   0.100E+01,   9.00000,   0.07812
     10,2020-11-01T17:48:00.477+03:00,   0.100E+01,  10.00000,   0.07812
     20,2020-11-01T17:48:00.477+03:00,   0.100E+01,  20.00000,   0.07812
     30,2020-11-01T17:48:00.477+03:00,   0.100E+01,  30.00000,   0.07812
     40,2020-11-01T17:48:00.477+03:00,   0.100E+01,  40.00000,   0.07812
     50,2020-11-01T17:48:00.477+03:00,   0.100E+01,  50.00000,   0.07812
     60,2020-11-01T17:48:00.492+03:00,   0.100E+01,  60.00000,   0.10938
     70,2020-11-01T17:48:00.492+03:00,   0.100E+01,  70.00000,   0.10938
     80,2020-11-01T17:48:00.492+03:00,   0.100E+01,  80.00000,   0.10938
     90,2020-11-01T17:48:00.492+03:00,   0.100E+01,  90.00000,   0.10938
    100,2020-11-01T17:48:00.492+03:00,   0.100E+01, 100.00000,   0.10938
    200,2020-11-01T17:48:00.508+03:00,   0.100E+01, 200.00000,   0.14062
    300,2020-11-01T17:48:00.539+03:00,   0.100E+01, 300.00000,   0.20312
    400,2020-11-01T17:48:00.555+03:00,   0.100E+01, 400.00000,   0.23438
    500,2020-11-01T17:48:00.570+03:00,   0.100E+01, 500.00000,   0.26562
    600,2020-11-01T17:48:00.586+03:00,   0.100E+01, 600.00000,   0.29688
    700,2020-11-01T17:48:00.610+03:00,   0.100E+01, 700.00000,   0.32812
    800,2020-11-01T17:48:00.628+03:00,   0.100E+01, 800.00000,   0.35938
    900,2020-11-01T17:48:00.645+03:00,   0.100E+01, 900.00000,   0.42188
   1000,2020-11-01T17:48:00.663+03:00,   0.100E+01,1000.00000,   0.43750
   1100,2020-11-01T17:48:00.680+03:00,   0.100E+01,1100.00000,   0.46875
   1200,2020-11-01T17:48:00.697+03:00,   0.100E+01,1200.00000,   0.50000
   1300,2020-11-01T17:48:00.715+03:00,   0.100E+01,1300.00000,   0.53125
   1400,2020-11-01T17:48:00.733+03:00,   0.100E+01,1400.00000,   0.56250
   1500,2020-11-01T17:48:00.750+03:00,   0.100E+01,1500.00000,   0.59375
   1600,2020-11-01T17:48:00.768+03:00,   0.100E+01,1600.00000,   0.62500
   1700,2020-11-01T17:48:00.785+03:00,   0.100E+01,1700.00000,   0.65625
   1800,2020-11-01T17:48:00.803+03:00,   0.100E+01,1800.00000,   0.71875
   1900,2020-11-01T17:48:00.821+03:00,   0.100E+01,1900.00000,   0.75000
   2000,2020-11-01T17:48:00.838+03:00,   0.100E+01,2000.00000,   0.78125
   2100,2020-11-01T17:48:00.855+03:00,   0.100E+01,2100.00000,   0.81250
   2200,2020-11-01T17:48:00.873+03:00,   0.100E+01,2200.00000,   0.84375
   2300,2020-11-01T17:48:00.890+03:00,   0.100E+01,2300.00000,   0.87500
   2400,2020-11-01T17:48:00.907+03:00,   0.100E+01,2400.00000,   0.90625
   2500,2020-11-01T17:48:00.925+03:00,   0.100E+01,2500.00000,   0.93750
   2600,2020-11-01T17:48:00.942+03:00,   0.100E+01,2600.00000,   1.00000
   2700,2020-11-01T17:48:00.959+03:00,   0.100E+01,2700.00000,   1.03125
   2800,2020-11-01T17:48:00.977+03:00,   0.100E+01,2800.00000,   1.06250
   2900,2020-11-01T17:48:00.994+03:00,   0.100E+01,2900.00000,   1.09375
   3000,2020-11-01T17:48:01.011+03:00,   0.100E+01,3000.00000,   1.12500
   3100,2020-11-01T17:48:01.028+03:00,   0.100E+01,3100.00000,   1.15625
   3200,2020-11-01T17:48:01.046+03:00,   0.100E+01,3200.00000,   1.18750
   3300,2020-11-01T17:48:01.063+03:00,   0.100E+01,3300.00000,   1.21875
   3400,2020-11-01T17:48:01.080+03:00,   0.100E+01,3400.00000,   1.25000
   3500,2020-11-01T17:48:01.097+03:00,   0.100E+01,3500.00000,   1.31250
   3600,2020-11-01T17:48:01.115+03:00,   0.100E+01,3600.00000,   1.34375
   3700,2020-11-01T17:48:01.131+03:00,   0.100E+01,3700.00000,   1.37500
   3800,2020-11-01T17:48:01.149+03:00,   0.100E+01,3800.00000,   1.40625
   3900,2020-11-01T17:48:01.167+03:00,   0.100E+01,3900.00000,   1.43750
   4000,2020-11-01T17:48:01.184+03:00,   0.100E+01,4000.00000,   1.46875
   4100,2020-11-01T17:48:01.201+03:00,   0.100E+01,4100.00000,   1.50000
   4200,2020-11-01T17:48:01.219+03:00,   0.100E+01,4200.00000,   1.53125
   4300,2020-11-01T17:48:01.236+03:00,   0.100E+01,4300.00000,   1.56250
   4400,2020-11-01T17:48:01.254+03:00,   0.100E+01,4400.00000,   1.60938
   4500,2020-11-01T17:48:01.271+03:00,   0.100E+01,4500.00000,   1.64062
   4600,2020-11-01T17:48:01.289+03:00,   0.100E+01,4600.00000,   1.67188
   4700,2020-11-01T17:48:01.306+03:00,   0.100E+01,4700.00000,   1.70312
   4800,2020-11-01T17:48:01.324+03:00,   0.100E+01,4800.00000,   1.73438
   4900,2020-11-01T17:48:01.341+03:00,   0.100E+01,4900.00000,   1.76562
   5000,2020-11-01T17:48:01.359+03:00,   0.100E+01,5000.00000,   1.79688
   5100,2020-11-01T17:48:01.376+03:00,   0.100E+01,5100.00000,   1.82812
   5200,2020-11-01T17:48:01.394+03:00,   0.100E+01,5200.00000,   1.85938
   5300,2020-11-01T17:48:01.412+03:00,   0.100E+01,5300.00000,   1.92188
   5400,2020-11-01T17:48:01.429+03:00,   0.100E+01,5400.00000,   1.95312
   5500,2020-11-01T17:48:01.448+03:00,   0.100E+01,5500.00000,   1.98438
   5600,2020-11-01T17:48:01.467+03:00,   0.100E+01,5600.00000,   2.01562
   5700,2020-11-01T17:48:01.535+03:00,   0.100E+01,5700.00000,   2.09375
   5800,2020-11-01T17:48:01.638+03:00,   0.100E+01,5800.00000,   2.14062
   5900,2020-11-01T17:48:01.717+03:00,   0.100E+01,5900.00000,   2.20312
   6000,2020-11-01T17:48:01.783+03:00,   0.100E+01,6000.00000,   2.25000
   6100,2020-11-01T17:48:01.849+03:00,   0.100E+01,6100.00000,   2.32812
   6200,2020-11-01T17:48:01.879+03:00,   0.100E+01,6200.00000,   2.35938
   6300,2020-11-01T17:48:01.902+03:00,   0.100E+01,6300.00000,   2.42188
   6400,2020-11-01T17:48:01.964+03:00,   0.100E+01,6400.00000,   2.46875
   6500,2020-11-01T17:48:02.027+03:00,   0.100E+01,6500.00000,   2.53125
   6600,2020-11-01T17:48:02.058+03:00,   0.100E+01,6600.00000,   2.57812
   6700,2020-11-01T17:48:02.089+03:00,   0.100E+01,6700.00000,   2.62500
   6800,2020-11-01T17:48:02.121+03:00,   0.100E+01,6800.00000,   2.68750
   6900,2020-11-01T17:48:02.152+03:00,   0.100E+01,6900.00000,   2.75000
   7000,2020-11-01T17:48:02.167+03:00,   0.100E+01,7000.00000,   2.78125
   7100,2020-11-01T17:48:02.199+03:00,   0.100E+01,7100.00000,   2.84375
   7200,2020-11-01T17:48:02.214+03:00,   0.100E+01,7200.00000,   2.87500
   7300,2020-11-01T17:48:02.246+03:00,   0.100E+01,7300.00000,   2.90625
   7400,2020-11-01T17:48:02.277+03:00,   0.100E+01,7400.00000,   2.95312
   7500,2020-11-01T17:48:02.292+03:00,   0.100E+01,7500.00000,   2.98438
   7600,2020-11-01T17:48:02.370+03:00,   0.100E+01,7600.00000,   3.01562
   7700,2020-11-01T17:48:02.401+03:00,   0.100E+01,7700.00000,   3.03125
   7800,2020-11-01T17:48:02.522+03:00,   0.100E+01,7800.00000,   3.09375
   7900,2020-11-01T17:48:02.566+03:00,   0.100E+01,7900.00000,   3.17188
   8000,2020-11-01T17:48:02.642+03:00,   0.100E+01,8000.00000,   3.23438
   8100,2020-11-01T17:48:02.709+03:00,   0.100E+01,8100.00000,   3.29688
   8200,2020-11-01T17:48:02.748+03:00,   0.100E+01,8200.00000,   3.32812
   8300,2020-11-01T17:48:02.782+03:00,   0.100E+01,8300.00000,   3.34375
   8400,2020-11-01T17:48:02.815+03:00,   0.100E+01,8400.00000,   3.39062
   8500,2020-11-01T17:48:02.892+03:00,   0.100E+01,8500.00000,   3.46875
   8600,2020-11-01T17:48:02.927+03:00,   0.100E+01,8600.00000,   3.53125
   8700,2020-11-01T17:48:02.958+03:00,   0.100E+01,8700.00000,   3.57812
   8800,2020-11-01T17:48:03.017+03:00,   0.100E+01,8800.00000,   3.59375
   8900,2020-11-01T17:48:03.086+03:00,   0.100E+01,8900.00000,   3.67188
   9000,2020-11-01T17:48:03.136+03:00,   0.100E+01,9000.00000,   3.73438
   9100,2020-11-01T17:48:03.166+03:00,   0.100E+01,9100.00000,   3.79688
   9200,2020-11-01T17:48:03.196+03:00,   0.100E+01,9200.00000,   3.82812
   9300,2020-11-01T17:48:03.227+03:00,   0.100E+01,9300.00000,   3.87500
   9400,2020-11-01T17:48:03.258+03:00,   0.100E+01,9400.00000,   3.89062
   9500,2020-11-01T17:48:03.287+03:00,   0.100E+01,9500.00000,   3.92188
   9600,2020-11-01T17:48:03.316+03:00,   0.100E+01,9600.00000,   3.95312
   9700,2020-11-01T17:48:03.348+03:00,   0.100E+01,9700.00000,   4.00000
   9800,2020-11-01T17:48:03.378+03:00,   0.100E+01,9800.00000,   4.03125
   9900,2020-11-01T17:48:03.408+03:00,   0.100E+01,9900.00000,   4.09375
  10000,2020-11-01T17:48:03.436+03:00,   0.100E+01,  10000.00,   4.15625
  10100,2020-11-01T17:48:03.475+03:00,   0.100E+01,  10100.00,   4.23438
  10200,2020-11-01T17:48:03.500+03:00,   0.100E+01,  10200.00,   4.26562
  10300,2020-11-01T17:48:03.548+03:00,   0.100E+01,  10300.00,   4.31250
  10400,2020-11-01T17:48:03.591+03:00,   0.100E+01,  10400.00,   4.35938
  10500,2020-11-01T17:48:03.616+03:00,   0.100E+01,  10500.00,   4.39062
  10600,2020-11-01T17:48:03.654+03:00,   0.100E+01,  10600.00,   4.42188
  10700,2020-11-01T17:48:03.697+03:00,   0.100E+01,  10700.00,   4.46875
  10800,2020-11-01T17:48:03.724+03:00,   0.100E+01,  10800.00,   4.53125
  10900,2020-11-01T17:48:03.749+03:00,   0.100E+01,  10900.00,   4.56250
  11000,2020-11-01T17:48:03.781+03:00,   0.100E+01,  11000.00,   4.56250
  11100,2020-11-01T17:48:03.812+03:00,   0.100E+01,  11100.00,   4.62500
  11200,2020-11-01T17:48:03.871+03:00,   0.100E+01,  11200.00,   4.68750
  11300,2020-11-01T17:48:03.976+03:00,   0.100E+01,  11300.00,   4.75000
  11400,2020-11-01T17:48:04.043+03:00,   0.100E+01,  11400.00,   4.76562
  11500,2020-11-01T17:48:04.125+03:00,   0.100E+01,  11500.00,   4.82812
  11600,2020-11-01T17:48:04.167+03:00,   0.100E+01,  11600.00,   4.89062
  11700,2020-11-01T17:48:04.240+03:00,   0.100E+01,  11700.00,   4.92188
  11800,2020-11-01T17:48:04.267+03:00,   0.100E+01,  11800.00,   4.93750
  11900,2020-11-01T17:48:04.307+03:00,   0.100E+01,  11900.00,   4.98438
  12000,2020-11-01T17:48:04.340+03:00,   0.100E+01,  12000.00,   5.04688
  12100,2020-11-01T17:48:04.378+03:00,   0.100E+01,  12100.00,   5.07812
  12200,2020-11-01T17:48:04.411+03:00,   0.100E+01,  12200.00,   5.15625
  12300,2020-11-01T17:48:04.445+03:00,   0.100E+01,  12300.00,   5.18750
  12400,2020-11-01T17:48:04.475+03:00,   0.100E+01,  12400.00,   5.23438
  12500,2020-11-01T17:48:04.504+03:00,   0.100E+01,  12500.00,   5.26562
  12600,2020-11-01T17:48:04.538+03:00,   0.100E+01,  12600.00,   5.32812
  12700,2020-11-01T17:48:04.577+03:00,   0.100E+01,  12700.00,   5.39062
  12800,2020-11-01T17:48:04.612+03:00,   0.100E+01,  12800.00,   5.40625
  12900,2020-11-01T17:48:04.645+03:00,   0.100E+01,  12900.00,   5.43750
  13000,2020-11-01T17:48:04.681+03:00,   0.100E+01,  13000.00,   5.43750
  13100,2020-11-01T17:48:04.713+03:00,   0.100E+01,  13100.00,   5.45312
  13200,2020-11-01T17:48:04.757+03:00,   0.100E+01,  13200.00,   5.48438
  13300,2020-11-01T17:48:04.813+03:00,   0.100E+01,  13300.00,   5.54688
  13400,2020-11-01T17:48:04.856+03:00,   0.100E+01,  13400.00,   5.57812
  13500,2020-11-01T17:48:04.897+03:00,   0.100E+01,  13500.00,   5.65625
  13600,2020-11-01T17:48:04.926+03:00,   0.100E+01,  13600.00,   5.68750
  13700,2020-11-01T17:48:04.952+03:00,   0.100E+01,  13700.00,   5.71875
  13800,2020-11-01T17:48:04.980+03:00,   0.100E+01,  13800.00,   5.76562
  13900,2020-11-01T17:48:05.007+03:00,   0.100E+01,  13900.00,   5.78125
  14000,2020-11-01T17:48:05.025+03:00,   0.100E+01,  14000.00,   5.78125
  14100,2020-11-01T17:48:05.043+03:00,   0.100E+01,  14100.00,   5.81250
  14200,2020-11-01T17:48:05.063+03:00,   0.100E+01,  14200.00,   5.84375
  14300,2020-11-01T17:48:05.081+03:00,   0.100E+01,  14300.00,   5.87500
  14400,2020-11-01T17:48:05.099+03:00,   0.100E+01,  14400.00,   5.93750
  14500,2020-11-01T17:48:05.119+03:00,   0.100E+01,  14500.00,   5.96875
  14600,2020-11-01T17:48:05.141+03:00,   0.100E+01,  14600.00,   6.00000
  14700,2020-11-01T17:48:05.159+03:00,   0.100E+01,  14700.00,   6.03125
  14800,2020-11-01T17:48:05.178+03:00,   0.100E+01,  14800.00,   6.09375
  14900,2020-11-01T17:48:05.197+03:00,   0.100E+01,  14900.00,   6.12500
  15000,2020-11-01T17:48:05.215+03:00,   0.100E+01,  15000.00,   6.15625
  15100,2020-11-01T17:48:05.234+03:00,   0.100E+01,  15100.00,   6.18750
  15200,2020-11-01T17:48:05.253+03:00,   0.100E+01,  15200.00,   6.21875
  15300,2020-11-01T17:48:05.273+03:00,   0.100E+01,  15300.00,   6.25000
  15400,2020-11-01T17:48:05.291+03:00,   0.100E+01,  15400.00,   6.28125
  15500,2020-11-01T17:48:05.310+03:00,   0.100E+01,  15500.00,   6.31250
  15600,2020-11-01T17:48:05.328+03:00,   0.100E+01,  15600.00,   6.34375
  15700,2020-11-01T17:48:05.347+03:00,   0.100E+01,  15700.00,   6.37500
  15800,2020-11-01T17:48:05.367+03:00,   0.100E+01,  15800.00,   6.43750
  15900,2020-11-01T17:48:05.386+03:00,   0.100E+01,  15900.00,   6.46875
  16000,2020-11-01T17:48:05.413+03:00,   0.100E+01,  16000.00,   6.50000
  16100,2020-11-01T17:48:05.431+03:00,   0.100E+01,  16100.00,   6.53125
  16200,2020-11-01T17:48:05.450+03:00,   0.100E+01,  16200.00,   6.56250
  16300,2020-11-01T17:48:05.468+03:00,   0.100E+01,  16300.00,   6.59375
  16400,2020-11-01T17:48:05.488+03:00,   0.100E+01,  16400.00,   6.62500
  16500,2020-11-01T17:48:05.507+03:00,   0.100E+01,  16500.00,   6.65625
  16600,2020-11-01T17:48:05.525+03:00,   0.100E+01,  16600.00,   6.68750
  16700,2020-11-01T17:48:05.543+03:00,   0.100E+01,  16700.00,   6.71875
  16800,2020-11-01T17:48:05.562+03:00,   0.100E+01,  16800.00,   6.75000
  16900,2020-11-01T17:48:05.581+03:00,   0.100E+01,  16900.00,   6.78125
  17000,2020-11-01T17:48:05.600+03:00,   0.100E+01,  17000.00,   6.84375
  17100,2020-11-01T17:48:05.619+03:00,   0.100E+01,  17100.00,   6.87500
  17200,2020-11-01T17:48:05.639+03:00,   0.100E+01,  17200.00,   6.90625
  17300,2020-11-01T17:48:05.658+03:00,   0.100E+01,  17300.00,   6.93750
  17400,2020-11-01T17:48:05.676+03:00,   0.100E+01,  17400.00,   7.00000
  17500,2020-11-01T17:48:05.695+03:00,   0.100E+01,  17500.00,   7.03125
  17600,2020-11-01T17:48:05.714+03:00,   0.100E+01,  17600.00,   7.06250
  17700,2020-11-01T17:48:05.733+03:00,   0.100E+01,  17700.00,   7.09375
  17800,2020-11-01T17:48:05.751+03:00,   0.100E+01,  17800.00,   7.12500
  17900,2020-11-01T17:48:05.772+03:00,   0.100E+01,  17900.00,   7.14062
  18000,2020-11-01T17:48:05.791+03:00,   0.100E+01,  18000.00,   7.17188
  18100,2020-11-01T17:48:05.810+03:00,   0.100E+01,  18100.00,   7.20312
  18200,2020-11-01T17:48:05.828+03:00,   0.100E+01,  18200.00,   7.23438
  18300,2020-11-01T17:48:05.848+03:00,   0.100E+01,  18300.00,   7.29688
  18400,2020-11-01T17:48:05.867+03:00,   0.100E+01,  18400.00,   7.32812
  18500,2020-11-01T17:48:05.886+03:00,   0.100E+01,  18500.00,   7.35938
  18600,2020-11-01T17:48:05.906+03:00,   0.100E+01,  18600.00,   7.39062
  18700,2020-11-01T17:48:05.925+03:00,   0.100E+01,  18700.00,   7.42188
  18800,2020-11-01T17:48:05.945+03:00,   0.100E+01,  18800.00,   7.48438
  18900,2020-11-01T17:48:05.964+03:00,   0.100E+01,  18900.00,   7.51562
  19000,2020-11-01T17:48:05.982+03:00,   0.100E+01,  19000.00,   7.54688
  19100,2020-11-01T17:48:06.001+03:00,   0.100E+01,  19100.00,   7.57812
  19200,2020-11-01T17:48:06.022+03:00,   0.100E+01,  19200.00,   7.59375
  19300,2020-11-01T17:48:06.041+03:00,   0.100E+01,  19300.00,   7.62500
  19400,2020-11-01T17:48:06.059+03:00,   0.100E+01,  19400.00,   7.65625
  19500,2020-11-01T17:48:06.078+03:00,   0.100E+01,  19500.00,   7.68750
  19600,2020-11-01T17:48:06.098+03:00,   0.100E+01,  19600.00,   7.75000
  19700,2020-11-01T17:48:06.117+03:00,   0.100E+01,  19700.00,   7.78125
  19800,2020-11-01T17:48:06.135+03:00,   0.100E+01,  19800.00,   7.81250
  19900,2020-11-01T17:48:06.155+03:00,   0.100E+01,  19900.00,   7.84375
  20000,2020-11-01T17:48:06.174+03:00,   0.100E+01,  20000.00,   7.87500
  20100,2020-11-01T17:48:06.192+03:00,   0.100E+01,  20100.00,   7.93750
  20200,2020-11-01T17:48:06.212+03:00,   0.100E+01,  20200.00,   7.96875
  20300,2020-11-01T17:48:06.230+03:00,   0.100E+01,  20300.00,   8.00000
  20400,2020-11-01T17:48:06.249+03:00,   0.100E+01,  20400.00,   8.03125
  20500,2020-11-01T17:48:06.267+03:00,   0.100E+01,  20500.00,   8.06250
  20600,2020-11-01T17:48:06.286+03:00,   0.100E+01,  20600.00,   8.12500
  20700,2020-11-01T17:48:06.306+03:00,   0.100E+01,  20700.00,   8.15625
  20800,2020-11-01T17:48:06.325+03:00,   0.100E+01,  20800.00,   8.18750
  20900,2020-11-01T17:48:06.344+03:00,   0.100E+01,  20900.00,   8.21875
  21000,2020-11-01T17:48:06.363+03:00,   0.100E+01,  21000.00,   8.25000
  21100,2020-11-01T17:48:06.382+03:00,   0.100E+01,  21100.00,   8.31250
  21200,2020-11-01T17:48:06.400+03:00,   0.100E+01,  21200.00,   8.34375
  21300,2020-11-01T17:48:06.420+03:00,   0.100E+01,  21300.00,   8.37500
  21400,2020-11-01T17:48:06.440+03:00,   0.100E+01,  21400.00,   8.40625
  21500,2020-11-01T17:48:06.458+03:00,   0.100E+01,  21500.00,   8.46875
  21600,2020-11-01T17:48:06.476+03:00,   0.100E+01,  21600.00,   8.50000
  21700,2020-11-01T17:48:06.495+03:00,   0.100E+01,  21700.00,   8.53125
  21800,2020-11-01T17:48:06.513+03:00,   0.100E+01,  21800.00,   8.56250
  21900,2020-11-01T17:48:06.532+03:00,   0.100E+01,  21900.00,   8.59375
  22000,2020-11-01T17:48:06.550+03:00,   0.100E+01,  22000.00,   8.62500
  22100,2020-11-01T17:48:06.569+03:00,   0.100E+01,  22100.00,   8.68750
  22200,2020-11-01T17:48:06.588+03:00,   0.100E+01,  22200.00,   8.71875
  22300,2020-11-01T17:48:06.611+03:00,   0.100E+01,  22300.00,   8.75000
  22400,2020-11-01T17:48:06.631+03:00,   0.100E+01,  22400.00,   8.81250
  22500,2020-11-01T17:48:06.649+03:00,   0.100E+01,  22500.00,   8.84375
  22600,2020-11-01T17:48:06.668+03:00,   0.100E+01,  22600.00,   8.87500
  22700,2020-11-01T17:48:06.688+03:00,   0.100E+01,  22700.00,   8.90625
  22800,2020-11-01T17:48:06.709+03:00,   0.100E+01,  22800.00,   8.96875
  22900,2020-11-01T17:48:06.731+03:00,   0.100E+01,  22900.00,   9.00000
  23000,2020-11-01T17:48:06.750+03:00,   0.100E+01,  23000.00,   9.00000
  23100,2020-11-01T17:48:06.769+03:00,   0.100E+01,  23100.00,   9.03125
  23200,2020-11-01T17:48:06.789+03:00,   0.100E+01,  23200.00,   9.06250
  23300,2020-11-01T17:48:06.808+03:00,   0.100E+01,  23300.00,   9.09375
  23400,2020-11-01T17:48:06.827+03:00,   0.100E+01,  23400.00,   9.12500
  23500,2020-11-01T17:48:06.848+03:00,   0.100E+01,  23500.00,   9.18750
  23600,2020-11-01T17:48:06.867+03:00,   0.100E+01,  23600.00,   9.21875
  23700,2020-11-01T17:48:06.888+03:00,   0.100E+01,  23700.00,   9.25000
  23800,2020-11-01T17:48:06.907+03:00,   0.100E+01,  23800.00,   9.28125
  23900,2020-11-01T17:48:06.926+03:00,   0.100E+01,  23900.00,   9.34375
  24000,2020-11-01T17:48:06.945+03:00,   0.100E+01,  24000.00,   9.37500
  24100,2020-11-01T17:48:06.964+03:00,   0.100E+01,  24100.00,   9.40625
  24200,2020-11-01T17:48:06.984+03:00,   0.100E+01,  24200.00,   9.43750
  24300,2020-11-01T17:48:07.002+03:00,   0.100E+01,  24300.00,   9.46875
  24400,2020-11-01T17:48:07.022+03:00,   0.100E+01,  24400.00,   9.50000
  24500,2020-11-01T17:48:07.043+03:00,   0.100E+01,  24500.00,   9.53125
  24600,2020-11-01T17:48:07.061+03:00,   0.100E+01,  24600.00,   9.56250
  24700,2020-11-01T17:48:07.080+03:00,   0.100E+01,  24700.00,   9.59375
  24800,2020-11-01T17:48:07.098+03:00,   0.100E+01,  24800.00,   9.65625
  24900,2020-11-01T17:48:07.119+03:00,   0.100E+01,  24900.00,   9.68750
  25000,2020-11-01T17:48:07.139+03:00,   0.100E+01,  25000.00,   9.71875
  25100,2020-11-01T17:48:07.157+03:00,   0.100E+01,  25100.00,   9.75000
  25200,2020-11-01T17:48:07.176+03:00,   0.100E+01,  25200.00,   9.81250
  25300,2020-11-01T17:48:07.196+03:00,   0.100E+01,  25300.00,   9.84375
  25400,2020-11-01T17:48:07.215+03:00,   0.100E+01,  25400.00,   9.87500
  25500,2020-11-01T17:48:07.233+03:00,   0.100E+01,  25500.00,   9.90625
  25600,2020-11-01T17:48:07.252+03:00,   0.100E+01,  25600.00,   9.93750
  25700,2020-11-01T17:48:07.272+03:00,   0.100E+01,  25700.00,  10.00000
  25800,2020-11-01T17:48:07.290+03:00,   0.100E+01,  25800.00,  10.03125
  25900,2020-11-01T17:48:07.309+03:00,   0.100E+01,  25900.00,  10.06250
  26000,2020-11-01T17:48:07.327+03:00,   0.100E+01,  26000.00,  10.09375
  26100,2020-11-01T17:48:07.347+03:00,   0.100E+01,  26100.00,  10.12500
  26200,2020-11-01T17:48:07.365+03:00,   0.100E+01,  26200.00,  10.18750
  26300,2020-11-01T17:48:07.383+03:00,   0.100E+01,  26300.00,  10.21875
  26400,2020-11-01T17:48:07.402+03:00,   0.100E+01,  26400.00,  10.25000
  26500,2020-11-01T17:48:07.422+03:00,   0.100E+01,  26500.00,  10.28125
  26600,2020-11-01T17:48:07.440+03:00,   0.100E+01,  26600.00,  10.31250
  26700,2020-11-01T17:48:07.458+03:00,   0.100E+01,  26700.00,  10.37500
  26800,2020-11-01T17:48:07.477+03:00,   0.100E+01,  26800.00,  10.40625
  26900,2020-11-01T17:48:07.496+03:00,   0.100E+01,  26900.00,  10.43750
  27000,2020-11-01T17:48:07.515+03:00,   0.100E+01,  27000.00,  10.45312
  27100,2020-11-01T17:48:07.533+03:00,   0.100E+01,  27100.00,  10.48438
  27200,2020-11-01T17:48:07.553+03:00,   0.100E+01,  27200.00,  10.54688
  27300,2020-11-01T17:48:07.572+03:00,   0.100E+01,  27300.00,  10.57812
  27400,2020-11-01T17:48:07.591+03:00,   0.100E+01,  27400.00,  10.60938
  27500,2020-11-01T17:48:07.615+03:00,   0.100E+01,  27500.00,  10.67188
  27600,2020-11-01T17:48:07.633+03:00,   0.100E+01,  27600.00,  10.70312
  27700,2020-11-01T17:48:07.651+03:00,   0.100E+01,  27700.00,  10.73438
  27800,2020-11-01T17:48:07.672+03:00,   0.100E+01,  27800.00,  10.76562
  27900,2020-11-01T17:48:07.690+03:00,   0.100E+01,  27900.00,  10.79688
  28000,2020-11-01T17:48:07.714+03:00,   0.100E+01,  28000.00,  10.81250
  28100,2020-11-01T17:48:07.733+03:00,   0.100E+01,  28100.00,  10.84375
  28200,2020-11-01T17:48:07.752+03:00,   0.100E+01,  28200.00,  10.87500
  28300,2020-11-01T17:48:07.773+03:00,   0.100E+01,  28300.00,  10.87500
  28400,2020-11-01T17:48:07.794+03:00,   0.100E+01,  28400.00,  10.90625
  28500,2020-11-01T17:48:07.813+03:00,   0.100E+01,  28500.00,  10.93750
  28600,2020-11-01T17:48:07.833+03:00,   0.100E+01,  28600.00,  10.96875
  28700,2020-11-01T17:48:07.854+03:00,   0.100E+01,  28700.00,  11.00000
  28800,2020-11-01T17:48:07.873+03:00,   0.100E+01,  28800.00,  11.03125
  28900,2020-11-01T17:48:07.892+03:00,   0.100E+01,  28900.00,  11.06250
  29000,2020-11-01T17:48:07.911+03:00,   0.100E+01,  29000.00,  11.12500
  29100,2020-11-01T17:48:07.930+03:00,   0.100E+01,  29100.00,  11.15625
  29200,2020-11-01T17:48:07.949+03:00,   0.100E+01,  29200.00,  11.18750
  29300,2020-11-01T17:48:07.968+03:00,   0.100E+01,  29300.00,  11.21875
  29400,2020-11-01T17:48:07.988+03:00,   0.100E+01,  29400.00,  11.25000
  29500,2020-11-01T17:48:08.007+03:00,   0.100E+01,  29500.00,  11.29688
  29600,2020-11-01T17:48:08.025+03:00,   0.100E+01,  29600.00,  11.32812
  29700,2020-11-01T17:48:08.045+03:00,   0.100E+01,  29700.00,  11.35938
  29800,2020-11-01T17:48:08.063+03:00,   0.100E+01,  29800.00,  11.39062
  29900,2020-11-01T17:48:08.085+03:00,   0.100E+01,  29900.00,  11.45312
  30000,2020-11-01T17:48:08.106+03:00,   0.100E+01,  30000.00,  11.48438
  30100,2020-11-01T17:48:08.125+03:00,   0.100E+01,  30100.00,  11.51562
  30200,2020-11-01T17:48:08.144+03:00,   0.100E+01,  30200.00,  11.54688
  30300,2020-11-01T17:48:08.162+03:00,   0.100E+01,  30300.00,  11.60938
  30400,2020-11-01T17:48:08.182+03:00,   0.100E+01,  30400.00,  11.64062
  30500,2020-11-01T17:48:08.201+03:00,   0.100E+01,  30500.00,  11.64062
  30600,2020-11-01T17:48:08.219+03:00,   0.100E+01,  30600.00,  11.67188
  30700,2020-11-01T17:48:08.239+03:00,   0.100E+01,  30700.00,  11.73438
