Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.296E+01, 2.387E-02, 0.000E+00, 0.000E+00, 0.000E+00, 2.026E+01, 7.718E+00, 0.000E+00, 7.139E+01, 0.000E+00, 8.298E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.232E+02
