0.16	3.46
0.18	3.37
0.2	3.26
0.22	3.16
0.24	3.05
0.26	2.94
0.28	2.83
0.3	2.73
0.32	2.62
0.34	2.51
0.36	2.41
0.38	2.31
0.4	2.22
0.42	2.12
0.44	2.03
0.46	1.95
0.48	1.86
0.5	1.79
0.52	1.71
0.54	1.64
0.56	1.57
0.58	1.50
0.6	1.44
0.62	1.38
0.64	1.33
0.66	1.27
0.68	1.22
0.7	1.18
0.72	1.13
0.74	1.09
0.76	1.05
0.78	1.01
0.8	0.97
0.82	0.93
0.84	0.90
0.86	0.87
0.88	0.84
0.9	0.81
