Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.266E+01, 2.401E-02, 0.000E+00, 0.000E+00, 0.000E+00, 1.872E+01, 7.950E+00, 0.000E+00, 7.378E+01, 0.000E+00, 8.614E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.240E+02
