,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-11-01T16:47:22.882+03:00,   0.100E+01,   1.00000,   0.42188
      2,2020-11-01T16:47:22.884+03:00,   0.100E+01,   2.00000,   0.42188
      3,2020-11-01T16:47:22.884+03:00,   0.100E+01,   3.00000,   0.42188
      4,2020-11-01T16:47:22.885+03:00,   0.100E+01,   4.00000,   0.42188
      5,2020-11-01T16:47:22.885+03:00,   0.100E+01,   5.00000,   0.42188
      6,2020-11-01T16:47:22.885+03:00,   0.100E+01,   6.00000,   0.42188
      7,2020-11-01T16:47:22.886+03:00,   0.100E+01,   7.00000,   0.42188
      8,2020-11-01T16:47:22.886+03:00,   0.100E+01,   8.00000,   0.42188
      9,2020-11-01T16:47:22.887+03:00,   0.100E+01,   9.00000,   0.42188
     10,2020-11-01T16:47:22.887+03:00,   0.100E+01,  10.00000,   0.42188
     20,2020-11-01T16:47:22.889+03:00,   0.100E+01,  20.00000,   0.42188
     30,2020-11-01T16:47:22.891+03:00,   0.100E+01,  30.00000,   0.42188
     40,2020-11-01T16:47:22.894+03:00,   0.100E+01,  40.00000,   0.42188
     50,2020-11-01T16:47:22.896+03:00,   0.100E+01,  50.00000,   0.45312
     60,2020-11-01T16:47:22.898+03:00,   0.100E+01,  60.00000,   0.45312
     70,2020-11-01T16:47:22.900+03:00,   0.100E+01,  70.00000,   0.45312
     80,2020-11-01T16:47:22.902+03:00,   0.100E+01,  80.00000,   0.45312
     90,2020-11-01T16:47:22.904+03:00,   0.100E+01,  90.00000,   0.45312
    100,2020-11-01T16:47:22.906+03:00,   0.100E+01, 100.00000,   0.45312
    200,2020-11-01T16:47:22.924+03:00,   0.100E+01, 200.00000,   0.48438
    300,2020-11-01T16:47:22.941+03:00,   0.100E+01, 300.00000,   0.51562
    400,2020-11-01T16:47:22.958+03:00,   0.100E+01, 400.00000,   0.57812
    500,2020-11-01T16:47:22.976+03:00,   0.100E+01, 500.00000,   0.60938
    600,2020-11-01T16:47:22.993+03:00,   0.100E+01, 600.00000,   0.64062
    700,2020-11-01T16:47:23.011+03:00,   0.100E+01, 700.00000,   0.67188
    800,2020-11-01T16:47:23.028+03:00,   0.100E+01, 800.00000,   0.70312
    900,2020-11-01T16:47:23.045+03:00,   0.100E+01, 900.00000,   0.73438
   1000,2020-11-01T16:47:23.063+03:00,   0.100E+01,1000.00000,   0.76562
   1100,2020-11-01T16:47:23.080+03:00,   0.100E+01,1100.00000,   0.79688
   1200,2020-11-01T16:47:23.097+03:00,   0.100E+01,1200.00000,   0.82812
   1300,2020-11-01T16:47:23.115+03:00,   0.100E+01,1300.00000,   0.89062
   1400,2020-11-01T16:47:23.132+03:00,   0.100E+01,1400.00000,   0.92188
   1500,2020-11-01T16:47:23.149+03:00,   0.100E+01,1500.00000,   0.95312
   1600,2020-11-01T16:47:23.167+03:00,   0.100E+01,1600.00000,   0.98438
   1700,2020-11-01T16:47:23.184+03:00,   0.100E+01,1700.00000,   1.01562
   1800,2020-11-01T16:47:23.201+03:00,   0.100E+01,1800.00000,   1.04688
   1900,2020-11-01T16:47:23.219+03:00,   0.100E+01,1900.00000,   1.07812
   2000,2020-11-01T16:47:23.236+03:00,   0.100E+01,2000.00000,   1.10938
   2100,2020-11-01T16:47:23.253+03:00,   0.100E+01,2100.00000,   1.14062
   2200,2020-11-01T16:47:23.271+03:00,   0.100E+01,2200.00000,   1.20312
   2300,2020-11-01T16:47:23.288+03:00,   0.100E+01,2300.00000,   1.23438
   2400,2020-11-01T16:47:23.305+03:00,   0.100E+01,2400.00000,   1.26562
   2500,2020-11-01T16:47:23.322+03:00,   0.100E+01,2500.00000,   1.29688
   2600,2020-11-01T16:47:23.340+03:00,   0.100E+01,2600.00000,   1.32812
   2700,2020-11-01T16:47:23.356+03:00,   0.100E+01,2700.00000,   1.35938
   2800,2020-11-01T16:47:23.373+03:00,   0.100E+01,2800.00000,   1.39062
   2900,2020-11-01T16:47:23.391+03:00,   0.100E+01,2900.00000,   1.42188
   3000,2020-11-01T16:47:23.408+03:00,   0.100E+01,3000.00000,   1.45312
   3100,2020-11-01T16:47:23.425+03:00,   0.100E+01,3100.00000,   1.48438
   3200,2020-11-01T16:47:23.443+03:00,   0.100E+01,3200.00000,   1.54688
   3300,2020-11-01T16:47:23.461+03:00,   0.100E+01,3300.00000,   1.57812
   3400,2020-11-01T16:47:23.479+03:00,   0.100E+01,3400.00000,   1.60938
   3500,2020-11-01T16:47:23.496+03:00,   0.100E+01,3500.00000,   1.64062
   3600,2020-11-01T16:47:23.513+03:00,   0.100E+01,3600.00000,   1.67188
   3700,2020-11-01T16:47:23.530+03:00,   0.100E+01,3700.00000,   1.70312
   3800,2020-11-01T16:47:23.547+03:00,   0.100E+01,3800.00000,   1.73438
   3900,2020-11-01T16:47:23.564+03:00,   0.100E+01,3900.00000,   1.76562
   4000,2020-11-01T16:47:23.582+03:00,   0.100E+01,4000.00000,   1.82812
   4100,2020-11-01T16:47:23.600+03:00,   0.100E+01,4100.00000,   1.85938
   4200,2020-11-01T16:47:23.617+03:00,   0.100E+01,4200.00000,   1.89062
   4300,2020-11-01T16:47:23.634+03:00,   0.100E+01,4300.00000,   1.92188
   4400,2020-11-01T16:47:23.655+03:00,   0.100E+01,4400.00000,   1.95312
   4500,2020-11-01T16:47:23.673+03:00,   0.100E+01,4500.00000,   1.98438
   4600,2020-11-01T16:47:23.690+03:00,   0.100E+01,4600.00000,   2.01562
   4700,2020-11-01T16:47:23.708+03:00,   0.100E+01,4700.00000,   2.07812
   4800,2020-11-01T16:47:23.725+03:00,   0.100E+01,4800.00000,   2.10938
   4900,2020-11-01T16:47:23.743+03:00,   0.100E+01,4900.00000,   2.14062
   5000,2020-11-01T16:47:23.760+03:00,   0.100E+01,5000.00000,   2.17188
   5100,2020-11-01T16:47:23.777+03:00,   0.100E+01,5100.00000,   2.20312
   5200,2020-11-01T16:47:23.795+03:00,   0.100E+01,5200.00000,   2.23438
   5300,2020-11-01T16:47:23.812+03:00,   0.100E+01,5300.00000,   2.26562
   5400,2020-11-01T16:47:23.829+03:00,   0.100E+01,5400.00000,   2.29688
   5500,2020-11-01T16:47:23.846+03:00,   0.100E+01,5500.00000,   2.32812
   5600,2020-11-01T16:47:23.864+03:00,   0.100E+01,5600.00000,   2.39062
   5700,2020-11-01T16:47:23.881+03:00,   0.100E+01,5700.00000,   2.42188
   5800,2020-11-01T16:47:23.898+03:00,   0.100E+01,5800.00000,   2.45312
   5900,2020-11-01T16:47:23.915+03:00,   0.100E+01,5900.00000,   2.46875
   6000,2020-11-01T16:47:23.933+03:00,   0.100E+01,6000.00000,   2.50000
   6100,2020-11-01T16:47:23.950+03:00,   0.100E+01,6100.00000,   2.53125
   6200,2020-11-01T16:47:23.967+03:00,   0.100E+01,6200.00000,   2.56250
   6300,2020-11-01T16:47:23.984+03:00,   0.100E+01,6300.00000,   2.59375
   6400,2020-11-01T16:47:24.000+03:00,   0.100E+01,6400.00000,   2.62500
   6500,2020-11-01T16:47:24.017+03:00,   0.100E+01,6500.00000,   2.65625
   6600,2020-11-01T16:47:24.034+03:00,   0.100E+01,6600.00000,   2.68750
   6700,2020-11-01T16:47:24.051+03:00,   0.100E+01,6700.00000,   2.75000
   6800,2020-11-01T16:47:24.069+03:00,   0.100E+01,6800.00000,   2.78125
   6900,2020-11-01T16:47:24.086+03:00,   0.100E+01,6900.00000,   2.81250
   7000,2020-11-01T16:47:24.103+03:00,   0.100E+01,7000.00000,   2.84375
   7100,2020-11-01T16:47:24.120+03:00,   0.100E+01,7100.00000,   2.87500
   7200,2020-11-01T16:47:24.137+03:00,   0.100E+01,7200.00000,   2.90625
   7300,2020-11-01T16:47:24.155+03:00,   0.100E+01,7300.00000,   2.93750
   7400,2020-11-01T16:47:24.182+03:00,   0.100E+01,7400.00000,   2.98438
   7500,2020-11-01T16:47:24.214+03:00,   0.100E+01,7500.00000,   3.04688
   7600,2020-11-01T16:47:24.239+03:00,   0.100E+01,7600.00000,   3.09375
   7700,2020-11-01T16:47:24.268+03:00,   0.100E+01,7700.00000,   3.12500
   7800,2020-11-01T16:47:24.289+03:00,   0.100E+01,7800.00000,   3.18750
   7900,2020-11-01T16:47:24.311+03:00,   0.100E+01,7900.00000,   3.21875
   8000,2020-11-01T16:47:24.334+03:00,   0.100E+01,8000.00000,   3.28125
   8100,2020-11-01T16:47:24.355+03:00,   0.100E+01,8100.00000,   3.31250
   8200,2020-11-01T16:47:24.374+03:00,   0.100E+01,8200.00000,   3.34375
   8300,2020-11-01T16:47:24.391+03:00,   0.100E+01,8300.00000,   3.37500
   8400,2020-11-01T16:47:24.408+03:00,   0.100E+01,8400.00000,   3.40625
   8500,2020-11-01T16:47:24.426+03:00,   0.100E+01,8500.00000,   3.46875
   8600,2020-11-01T16:47:24.443+03:00,   0.100E+01,8600.00000,   3.50000
   8700,2020-11-01T16:47:24.461+03:00,   0.100E+01,8700.00000,   3.53125
   8800,2020-11-01T16:47:24.478+03:00,   0.100E+01,8800.00000,   3.56250
   8900,2020-11-01T16:47:24.495+03:00,   0.100E+01,8900.00000,   3.59375
   9000,2020-11-01T16:47:24.512+03:00,   0.100E+01,9000.00000,   3.62500
   9100,2020-11-01T16:47:24.530+03:00,   0.100E+01,9100.00000,   3.65625
   9200,2020-11-01T16:47:24.547+03:00,   0.100E+01,9200.00000,   3.68750
   9300,2020-11-01T16:47:24.564+03:00,   0.100E+01,9300.00000,   3.71875
   9400,2020-11-01T16:47:24.581+03:00,   0.100E+01,9400.00000,   3.75000
   9500,2020-11-01T16:47:24.600+03:00,   0.100E+01,9500.00000,   3.81250
   9600,2020-11-01T16:47:24.618+03:00,   0.100E+01,9600.00000,   3.84375
   9700,2020-11-01T16:47:24.635+03:00,   0.100E+01,9700.00000,   3.87500
   9800,2020-11-01T16:47:24.652+03:00,   0.100E+01,9800.00000,   3.90625
   9900,2020-11-01T16:47:24.669+03:00,   0.100E+01,9900.00000,   3.93750
  10000,2020-11-01T16:47:24.687+03:00,   0.100E+01,  10000.00,   3.96875
  10100,2020-11-01T16:47:24.704+03:00,   0.100E+01,  10100.00,   4.00000
  10200,2020-11-01T16:47:24.721+03:00,   0.100E+01,  10200.00,   4.03125
  10300,2020-11-01T16:47:24.738+03:00,   0.100E+01,  10300.00,   4.06250
  10400,2020-11-01T16:47:24.756+03:00,   0.100E+01,  10400.00,   4.12500
  10500,2020-11-01T16:47:24.773+03:00,   0.100E+01,  10500.00,   4.15625
  10600,2020-11-01T16:47:24.790+03:00,   0.100E+01,  10600.00,   4.18750
  10700,2020-11-01T16:47:24.807+03:00,   0.100E+01,  10700.00,   4.21875
  10800,2020-11-01T16:47:24.824+03:00,   0.100E+01,  10800.00,   4.25000
  10900,2020-11-01T16:47:24.842+03:00,   0.100E+01,  10900.00,   4.28125
  11000,2020-11-01T16:47:24.859+03:00,   0.100E+01,  11000.00,   4.31250
  11100,2020-11-01T16:47:24.876+03:00,   0.100E+01,  11100.00,   4.34375
  11200,2020-11-01T16:47:24.894+03:00,   0.100E+01,  11200.00,   4.37500
  11300,2020-11-01T16:47:24.911+03:00,   0.100E+01,  11300.00,   4.43750
  11400,2020-11-01T16:47:24.928+03:00,   0.100E+01,  11400.00,   4.46875
  11500,2020-11-01T16:47:24.945+03:00,   0.100E+01,  11500.00,   4.50000
  11600,2020-11-01T16:47:24.963+03:00,   0.100E+01,  11600.00,   4.53125
  11700,2020-11-01T16:47:24.979+03:00,   0.100E+01,  11700.00,   4.56250
  11800,2020-11-01T16:47:24.996+03:00,   0.100E+01,  11800.00,   4.59375
  11900,2020-11-01T16:47:25.013+03:00,   0.100E+01,  11900.00,   4.62500
  12000,2020-11-01T16:47:25.030+03:00,   0.100E+01,  12000.00,   4.65625
  12100,2020-11-01T16:47:25.048+03:00,   0.100E+01,  12100.00,   4.68750
  12200,2020-11-01T16:47:25.065+03:00,   0.100E+01,  12200.00,   4.71875
  12300,2020-11-01T16:47:25.082+03:00,   0.100E+01,  12300.00,   4.78125
  12400,2020-11-01T16:47:25.099+03:00,   0.100E+01,  12400.00,   4.81250
  12500,2020-11-01T16:47:25.117+03:00,   0.100E+01,  12500.00,   4.84375
  12600,2020-11-01T16:47:25.134+03:00,   0.100E+01,  12600.00,   4.87500
  12700,2020-11-01T16:47:25.151+03:00,   0.100E+01,  12700.00,   4.90625
  12800,2020-11-01T16:47:25.168+03:00,   0.100E+01,  12800.00,   4.93750
  12900,2020-11-01T16:47:25.186+03:00,   0.100E+01,  12900.00,   4.96875
  13000,2020-11-01T16:47:25.203+03:00,   0.100E+01,  13000.00,   5.00000
  13100,2020-11-01T16:47:25.220+03:00,   0.100E+01,  13100.00,   5.03125
  13200,2020-11-01T16:47:25.237+03:00,   0.100E+01,  13200.00,   5.06250
  13300,2020-11-01T16:47:25.255+03:00,   0.100E+01,  13300.00,   5.12500
  13400,2020-11-01T16:47:25.272+03:00,   0.100E+01,  13400.00,   5.15625
  13500,2020-11-01T16:47:25.289+03:00,   0.100E+01,  13500.00,   5.18750
  13600,2020-11-01T16:47:25.306+03:00,   0.100E+01,  13600.00,   5.21875
  13700,2020-11-01T16:47:25.323+03:00,   0.100E+01,  13700.00,   5.25000
  13800,2020-11-01T16:47:25.341+03:00,   0.100E+01,  13800.00,   5.28125
  13900,2020-11-01T16:47:25.358+03:00,   0.100E+01,  13900.00,   5.31250
  14000,2020-11-01T16:47:25.375+03:00,   0.100E+01,  14000.00,   5.34375
  14100,2020-11-01T16:47:25.393+03:00,   0.100E+01,  14100.00,   5.37500
  14200,2020-11-01T16:47:25.410+03:00,   0.100E+01,  14200.00,   5.43750
  14300,2020-11-01T16:47:25.428+03:00,   0.100E+01,  14300.00,   5.46875
  14400,2020-11-01T16:47:25.446+03:00,   0.100E+01,  14400.00,   5.50000
  14500,2020-11-01T16:47:25.463+03:00,   0.100E+01,  14500.00,   5.53125
  14600,2020-11-01T16:47:25.481+03:00,   0.100E+01,  14600.00,   5.56250
  14700,2020-11-01T16:47:25.499+03:00,   0.100E+01,  14700.00,   5.59375
  14800,2020-11-01T16:47:25.517+03:00,   0.100E+01,  14800.00,   5.62500
  14900,2020-11-01T16:47:25.534+03:00,   0.100E+01,  14900.00,   5.65625
  15000,2020-11-01T16:47:25.552+03:00,   0.100E+01,  15000.00,   5.71875
  15100,2020-11-01T16:47:25.570+03:00,   0.100E+01,  15100.00,   5.75000
  15200,2020-11-01T16:47:25.588+03:00,   0.100E+01,  15200.00,   5.78125
  15300,2020-11-01T16:47:25.606+03:00,   0.100E+01,  15300.00,   5.81250
  15400,2020-11-01T16:47:25.623+03:00,   0.100E+01,  15400.00,   5.84375
  15500,2020-11-01T16:47:25.640+03:00,   0.100E+01,  15500.00,   5.87500
  15600,2020-11-01T16:47:25.659+03:00,   0.100E+01,  15600.00,   5.90625
  15700,2020-11-01T16:47:25.678+03:00,   0.100E+01,  15700.00,   5.95312
  15800,2020-11-01T16:47:25.695+03:00,   0.100E+01,  15800.00,   5.98438
  15900,2020-11-01T16:47:25.714+03:00,   0.100E+01,  15900.00,   6.01562
  16000,2020-11-01T16:47:25.732+03:00,   0.100E+01,  16000.00,   6.04688
  16100,2020-11-01T16:47:25.749+03:00,   0.100E+01,  16100.00,   6.07812
  16200,2020-11-01T16:47:25.767+03:00,   0.100E+01,  16200.00,   6.10938
  16300,2020-11-01T16:47:25.785+03:00,   0.100E+01,  16300.00,   6.14062
  16400,2020-11-01T16:47:25.804+03:00,   0.100E+01,  16400.00,   6.20312
  16500,2020-11-01T16:47:25.821+03:00,   0.100E+01,  16500.00,   6.23438
  16600,2020-11-01T16:47:25.840+03:00,   0.100E+01,  16600.00,   6.26562
  16700,2020-11-01T16:47:25.858+03:00,   0.100E+01,  16700.00,   6.29688
  16800,2020-11-01T16:47:25.875+03:00,   0.100E+01,  16800.00,   6.32812
  16900,2020-11-01T16:47:25.893+03:00,   0.100E+01,  16900.00,   6.35938
  17000,2020-11-01T16:47:25.910+03:00,   0.100E+01,  17000.00,   6.39062
  17100,2020-11-01T16:47:25.928+03:00,   0.100E+01,  17100.00,   6.45312
  17200,2020-11-01T16:47:25.945+03:00,   0.100E+01,  17200.00,   6.48438
  17300,2020-11-01T16:47:25.962+03:00,   0.100E+01,  17300.00,   6.51562
  17400,2020-11-01T16:47:25.980+03:00,   0.100E+01,  17400.00,   6.54688
  17500,2020-11-01T16:47:25.998+03:00,   0.100E+01,  17500.00,   6.57812
  17600,2020-11-01T16:47:26.016+03:00,   0.100E+01,  17600.00,   6.60938
  17700,2020-11-01T16:47:26.034+03:00,   0.100E+01,  17700.00,   6.64062
  17800,2020-11-01T16:47:26.051+03:00,   0.100E+01,  17800.00,   6.70312
  17900,2020-11-01T16:47:26.068+03:00,   0.100E+01,  17900.00,   6.73438
  18000,2020-11-01T16:47:26.086+03:00,   0.100E+01,  18000.00,   6.76562
  18100,2020-11-01T16:47:26.104+03:00,   0.100E+01,  18100.00,   6.79688
  18200,2020-11-01T16:47:26.121+03:00,   0.100E+01,  18200.00,   6.82812
  18300,2020-11-01T16:47:26.138+03:00,   0.100E+01,  18300.00,   6.85938
  18400,2020-11-01T16:47:26.156+03:00,   0.100E+01,  18400.00,   6.89062
  18500,2020-11-01T16:47:26.173+03:00,   0.100E+01,  18500.00,   6.92188
  18600,2020-11-01T16:47:26.191+03:00,   0.100E+01,  18600.00,   6.98438
  18700,2020-11-01T16:47:26.209+03:00,   0.100E+01,  18700.00,   7.01562
  18800,2020-11-01T16:47:26.227+03:00,   0.100E+01,  18800.00,   7.04688
  18900,2020-11-01T16:47:26.246+03:00,   0.100E+01,  18900.00,   7.07812
  19000,2020-11-01T16:47:26.263+03:00,   0.100E+01,  19000.00,   7.10938
  19100,2020-11-01T16:47:26.281+03:00,   0.100E+01,  19100.00,   7.14062
  19200,2020-11-01T16:47:26.299+03:00,   0.100E+01,  19200.00,   7.17188
  19300,2020-11-01T16:47:26.318+03:00,   0.100E+01,  19300.00,   7.21875
  19400,2020-11-01T16:47:26.336+03:00,   0.100E+01,  19400.00,   7.25000
  19500,2020-11-01T16:47:26.355+03:00,   0.100E+01,  19500.00,   7.28125
  19600,2020-11-01T16:47:26.373+03:00,   0.100E+01,  19600.00,   7.31250
  19700,2020-11-01T16:47:26.392+03:00,   0.100E+01,  19700.00,   7.34375
  19800,2020-11-01T16:47:26.410+03:00,   0.100E+01,  19800.00,   7.40625
  19900,2020-11-01T16:47:26.428+03:00,   0.100E+01,  19900.00,   7.43750
  20000,2020-11-01T16:47:26.445+03:00,   0.100E+01,  20000.00,   7.46875
  20100,2020-11-01T16:47:26.463+03:00,   0.100E+01,  20100.00,   7.50000
  20200,2020-11-01T16:47:26.481+03:00,   0.100E+01,  20200.00,   7.53125
  20300,2020-11-01T16:47:26.565+03:00,   0.100E+01,  20300.00,   7.57812
  20400,2020-11-01T16:47:26.593+03:00,   0.100E+01,  20400.00,   7.62500
  20500,2020-11-01T16:47:26.611+03:00,   0.100E+01,  20500.00,   7.65625
  20600,2020-11-01T16:47:26.629+03:00,   0.100E+01,  20600.00,   7.71875
  20700,2020-11-01T16:47:26.646+03:00,   0.100E+01,  20700.00,   7.75000
  20800,2020-11-01T16:47:26.664+03:00,   0.100E+01,  20800.00,   7.78125
  20900,2020-11-01T16:47:26.681+03:00,   0.100E+01,  20900.00,   7.81250
  21000,2020-11-01T16:47:26.699+03:00,   0.100E+01,  21000.00,   7.84375
  21100,2020-11-01T16:47:26.718+03:00,   0.100E+01,  21100.00,   7.87500
  21200,2020-11-01T16:47:26.735+03:00,   0.100E+01,  21200.00,   7.90625
  21300,2020-11-01T16:47:26.753+03:00,   0.100E+01,  21300.00,   7.93750
  21400,2020-11-01T16:47:26.771+03:00,   0.100E+01,  21400.00,   7.98438
  21500,2020-11-01T16:47:26.788+03:00,   0.100E+01,  21500.00,   8.01562
  21600,2020-11-01T16:47:26.805+03:00,   0.100E+01,  21600.00,   8.04688
  21700,2020-11-01T16:47:26.823+03:00,   0.100E+01,  21700.00,   8.07812
  21800,2020-11-01T16:47:26.842+03:00,   0.100E+01,  21800.00,   8.10938
  21900,2020-11-01T16:47:26.860+03:00,   0.100E+01,  21900.00,   8.14062
  22000,2020-11-01T16:47:26.878+03:00,   0.100E+01,  22000.00,   8.17188
  22100,2020-11-01T16:47:26.895+03:00,   0.100E+01,  22100.00,   8.23438
  22200,2020-11-01T16:47:26.915+03:00,   0.100E+01,  22200.00,   8.26562
  22300,2020-11-01T16:47:26.936+03:00,   0.100E+01,  22300.00,   8.29688
  22400,2020-11-01T16:47:26.959+03:00,   0.100E+01,  22400.00,   8.34375
  22500,2020-11-01T16:47:26.992+03:00,   0.100E+01,  22500.00,   8.37500
  22600,2020-11-01T16:47:27.029+03:00,   0.100E+01,  22600.00,   8.40625
  22700,2020-11-01T16:47:27.060+03:00,   0.100E+01,  22700.00,   8.43750
  22800,2020-11-01T16:47:27.081+03:00,   0.100E+01,  22800.00,   8.45312
  22900,2020-11-01T16:47:27.102+03:00,   0.100E+01,  22900.00,   8.51562
  23000,2020-11-01T16:47:27.122+03:00,   0.100E+01,  23000.00,   8.54688
  23100,2020-11-01T16:47:27.141+03:00,   0.100E+01,  23100.00,   8.57812
  23200,2020-11-01T16:47:27.164+03:00,   0.100E+01,  23200.00,   8.62500
  23300,2020-11-01T16:47:27.183+03:00,   0.100E+01,  23300.00,   8.65625
  23400,2020-11-01T16:47:27.202+03:00,   0.100E+01,  23400.00,   8.68750
  23500,2020-11-01T16:47:27.221+03:00,   0.100E+01,  23500.00,   8.71875
  23600,2020-11-01T16:47:27.240+03:00,   0.100E+01,  23600.00,   8.78125
  23700,2020-11-01T16:47:27.257+03:00,   0.100E+01,  23700.00,   8.81250
  23800,2020-11-01T16:47:27.276+03:00,   0.100E+01,  23800.00,   8.84375
  23900,2020-11-01T16:47:27.296+03:00,   0.100E+01,  23900.00,   8.87500
  24000,2020-11-01T16:47:27.314+03:00,   0.100E+01,  24000.00,   8.90625
  24100,2020-11-01T16:47:27.334+03:00,   0.100E+01,  24100.00,   8.96875
  24200,2020-11-01T16:47:27.353+03:00,   0.100E+01,  24200.00,   9.00000
  24300,2020-11-01T16:47:27.370+03:00,   0.100E+01,  24300.00,   9.03125
  24400,2020-11-01T16:47:27.388+03:00,   0.100E+01,  24400.00,   9.04688
  24500,2020-11-01T16:47:27.406+03:00,   0.100E+01,  24500.00,   9.07812
  24600,2020-11-01T16:47:27.423+03:00,   0.100E+01,  24600.00,   9.10938
  24700,2020-11-01T16:47:27.441+03:00,   0.100E+01,  24700.00,   9.14062
  24800,2020-11-01T16:47:27.460+03:00,   0.100E+01,  24800.00,   9.20312
  24900,2020-11-01T16:47:27.480+03:00,   0.100E+01,  24900.00,   9.23438
  25000,2020-11-01T16:47:27.503+03:00,   0.100E+01,  25000.00,   9.26562
  25100,2020-11-01T16:47:27.522+03:00,   0.100E+01,  25100.00,   9.32812
  25200,2020-11-01T16:47:27.540+03:00,   0.100E+01,  25200.00,   9.35938
  25300,2020-11-01T16:47:27.560+03:00,   0.100E+01,  25300.00,   9.39062
  25400,2020-11-01T16:47:27.578+03:00,   0.100E+01,  25400.00,   9.42188
  25500,2020-11-01T16:47:27.598+03:00,   0.100E+01,  25500.00,   9.48438
  25600,2020-11-01T16:47:27.617+03:00,   0.100E+01,  25600.00,   9.51562
  25700,2020-11-01T16:47:27.635+03:00,   0.100E+01,  25700.00,   9.54688
  25800,2020-11-01T16:47:27.659+03:00,   0.100E+01,  25800.00,   9.57812
  25900,2020-11-01T16:47:27.684+03:00,   0.100E+01,  25900.00,   9.64062
  26000,2020-11-01T16:47:27.706+03:00,   0.100E+01,  26000.00,   9.67188
  26100,2020-11-01T16:47:27.873+03:00,   0.100E+01,  26100.00,   9.70312
  26200,2020-11-01T16:47:27.982+03:00,   0.100E+01,  26200.00,   9.76562
  26300,2020-11-01T16:47:28.002+03:00,   0.100E+01,  26300.00,   9.79688
  26400,2020-11-01T16:47:28.021+03:00,   0.100E+01,  26400.00,   9.85938
  26500,2020-11-01T16:47:28.047+03:00,   0.100E+01,  26500.00,   9.89062
  26600,2020-11-01T16:47:28.067+03:00,   0.100E+01,  26600.00,   9.95312
  26700,2020-11-01T16:47:28.132+03:00,   0.100E+01,  26700.00,   9.96875
  26800,2020-11-01T16:47:28.162+03:00,   0.100E+01,  26800.00,  10.00000
  26900,2020-11-01T16:47:28.184+03:00,   0.100E+01,  26900.00,  10.00000
  27000,2020-11-01T16:47:28.202+03:00,   0.100E+01,  27000.00,  10.03125
  27100,2020-11-01T16:47:28.249+03:00,   0.100E+01,  27100.00,  10.09375
  27200,2020-11-01T16:47:28.269+03:00,   0.100E+01,  27200.00,  10.12500
  27300,2020-11-01T16:47:28.287+03:00,   0.100E+01,  27300.00,  10.18750
  27400,2020-11-01T16:47:28.305+03:00,   0.100E+01,  27400.00,  10.21875
  27500,2020-11-01T16:47:28.324+03:00,   0.100E+01,  27500.00,  10.25000
  27600,2020-11-01T16:47:28.346+03:00,   0.100E+01,  27600.00,  10.28125
  27700,2020-11-01T16:47:28.364+03:00,   0.100E+01,  27700.00,  10.32812
  27800,2020-11-01T16:47:28.384+03:00,   0.100E+01,  27800.00,  10.35938
  27900,2020-11-01T16:47:28.405+03:00,   0.100E+01,  27900.00,  10.39062
  28000,2020-11-01T16:47:28.427+03:00,   0.100E+01,  28000.00,  10.40625
  28100,2020-11-01T16:47:28.447+03:00,   0.100E+01,  28100.00,  10.43750
  28200,2020-11-01T16:47:28.467+03:00,   0.100E+01,  28200.00,  10.46875
  28300,2020-11-01T16:47:28.486+03:00,   0.100E+01,  28300.00,  10.50000
  28400,2020-11-01T16:47:28.507+03:00,   0.100E+01,  28400.00,  10.56250
  28500,2020-11-01T16:47:28.525+03:00,   0.100E+01,  28500.00,  10.59375
  28600,2020-11-01T16:47:28.549+03:00,   0.100E+01,  28600.00,  10.62500
  28700,2020-11-01T16:47:28.566+03:00,   0.100E+01,  28700.00,  10.65625
  28800,2020-11-01T16:47:28.586+03:00,   0.100E+01,  28800.00,  10.71875
  28900,2020-11-01T16:47:28.608+03:00,   0.100E+01,  28900.00,  10.75000
  29000,2020-11-01T16:47:28.628+03:00,   0.100E+01,  29000.00,  10.78125
  29100,2020-11-01T16:47:28.648+03:00,   0.100E+01,  29100.00,  10.81250
  29200,2020-11-01T16:47:28.669+03:00,   0.100E+01,  29200.00,  10.84375
  29300,2020-11-01T16:47:28.688+03:00,   0.100E+01,  29300.00,  10.87500
  29400,2020-11-01T16:47:28.707+03:00,   0.100E+01,  29400.00,  10.90625
  29500,2020-11-01T16:47:28.725+03:00,   0.100E+01,  29500.00,  10.96875
  29600,2020-11-01T16:47:28.746+03:00,   0.100E+01,  29600.00,  11.00000
  29700,2020-11-01T16:47:28.764+03:00,   0.100E+01,  29700.00,  11.03125
  29800,2020-11-01T16:47:28.784+03:00,   0.100E+01,  29800.00,  11.06250
  29900,2020-11-01T16:47:28.802+03:00,   0.100E+01,  29900.00,  11.12500
  30000,2020-11-01T16:47:28.823+03:00,   0.100E+01,  30000.00,  11.15625
  30100,2020-11-01T16:47:28.841+03:00,   0.100E+01,  30100.00,  11.18750
  30200,2020-11-01T16:47:28.870+03:00,   0.100E+01,  30200.00,  11.21875
  30300,2020-11-01T16:47:28.888+03:00,   0.100E+01,  30300.00,  11.25000
  30400,2020-11-01T16:47:28.908+03:00,   0.100E+01,  30400.00,  11.25000
  30500,2020-11-01T16:47:28.927+03:00,   0.100E+01,  30500.00,  11.31250
  30600,2020-11-01T16:47:28.946+03:00,   0.100E+01,  30600.00,  11.34375
  30700,2020-11-01T16:47:28.964+03:00,   0.100E+01,  30700.00,  11.37500
