1.712	2.15
1.606	1.62
1.5	1.37
1.394	1.15
1.288	0.91
1.182	0.76
1.076	0.39
0.97	-0.2
0.864	-0.47
0.758	-0.6
0.652	-0.64
0.546	-0.73
0.44	-0.74
0.334	-0.77
0.228	-0.79
0.114	-0.82
