1.712	128.58
1.606	124.36
1.5	122.18
1.394	120.48
1.288	117.03
1.182	108.55
1.076	75.98
0.97	43.44
0.864	31.61
0.758	30.88
0.652	31.9
0.546	31.75
0.44	30.57
0.334	30.66
0.228	32.84
0.114	33.4
