Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.414E+01, 2.323E-02, 0.000E+00, 0.000E+00, 0.000E+00, 6.104E+01, 8.230E+00, 0.000E+00, 7.141E+01, 0.000E+00, 8.758E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.657E+02
