,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-11-01T18:05:30.531+03:00,   0.100E+01,   1.00000,   0.35938
      2,2020-11-01T18:05:30.533+03:00,   0.100E+01,   2.00000,   0.35938
      3,2020-11-01T18:05:30.533+03:00,   0.100E+01,   3.00000,   0.35938
      4,2020-11-01T18:05:30.534+03:00,   0.100E+01,   4.00000,   0.35938
      5,2020-11-01T18:05:30.534+03:00,   0.100E+01,   5.00000,   0.35938
      6,2020-11-01T18:05:30.535+03:00,   0.100E+01,   6.00000,   0.39062
      7,2020-11-01T18:05:30.536+03:00,   0.100E+01,   7.00000,   0.39062
      8,2020-11-01T18:05:30.536+03:00,   0.100E+01,   8.00000,   0.39062
      9,2020-11-01T18:05:30.536+03:00,   0.100E+01,   9.00000,   0.39062
     10,2020-11-01T18:05:30.537+03:00,   0.100E+01,  10.00000,   0.39062
     20,2020-11-01T18:05:30.539+03:00,   0.100E+01,  20.00000,   0.39062
     30,2020-11-01T18:05:30.543+03:00,   0.100E+01,  30.00000,   0.39062
     40,2020-11-01T18:05:30.547+03:00,   0.100E+01,  40.00000,   0.39062
     50,2020-11-01T18:05:30.549+03:00,   0.100E+01,  50.00000,   0.39062
     60,2020-11-01T18:05:30.553+03:00,   0.100E+01,  60.00000,   0.42188
     70,2020-11-01T18:05:30.556+03:00,   0.100E+01,  70.00000,   0.42188
     80,2020-11-01T18:05:30.558+03:00,   0.100E+01,  80.00000,   0.42188
     90,2020-11-01T18:05:30.561+03:00,   0.100E+01,  90.00000,   0.42188
    100,2020-11-01T18:05:30.565+03:00,   0.100E+01, 100.00000,   0.42188
    200,2020-11-01T18:05:30.590+03:00,   0.100E+01, 200.00000,   0.48438
    300,2020-11-01T18:05:30.617+03:00,   0.100E+01, 300.00000,   0.54688
    400,2020-11-01T18:05:30.642+03:00,   0.100E+01, 400.00000,   0.57812
    500,2020-11-01T18:05:30.668+03:00,   0.100E+01, 500.00000,   0.62500
    600,2020-11-01T18:05:30.693+03:00,   0.100E+01, 600.00000,   0.68750
    700,2020-11-01T18:05:30.721+03:00,   0.100E+01, 700.00000,   0.71875
    800,2020-11-01T18:05:30.747+03:00,   0.100E+01, 800.00000,   0.78125
    900,2020-11-01T18:05:30.772+03:00,   0.100E+01, 900.00000,   0.84375
   1000,2020-11-01T18:05:30.799+03:00,   0.100E+01,1000.00000,   0.87500
   1100,2020-11-01T18:05:30.824+03:00,   0.100E+01,1100.00000,   0.93750
   1200,2020-11-01T18:05:30.850+03:00,   0.100E+01,1200.00000,   0.98438
   1300,2020-11-01T18:05:30.875+03:00,   0.100E+01,1300.00000,   1.01562
   1400,2020-11-01T18:05:30.901+03:00,   0.100E+01,1400.00000,   1.03125
   1500,2020-11-01T18:05:30.926+03:00,   0.100E+01,1500.00000,   1.09375
   1600,2020-11-01T18:05:30.953+03:00,   0.100E+01,1600.00000,   1.12500
   1700,2020-11-01T18:05:30.978+03:00,   0.100E+01,1700.00000,   1.18750
   1800,2020-11-01T18:05:31.004+03:00,   0.100E+01,1800.00000,   1.25000
   1900,2020-11-01T18:05:31.031+03:00,   0.100E+01,1900.00000,   1.28125
   2000,2020-11-01T18:05:31.056+03:00,   0.100E+01,2000.00000,   1.34375
   2100,2020-11-01T18:05:31.082+03:00,   0.100E+01,2100.00000,   1.37500
   2200,2020-11-01T18:05:31.107+03:00,   0.100E+01,2200.00000,   1.43750
   2300,2020-11-01T18:05:31.133+03:00,   0.100E+01,2300.00000,   1.46875
   2400,2020-11-01T18:05:31.158+03:00,   0.100E+01,2400.00000,   1.50000
   2500,2020-11-01T18:05:31.186+03:00,   0.100E+01,2500.00000,   1.56250
   2600,2020-11-01T18:05:31.211+03:00,   0.100E+01,2600.00000,   1.62500
   2700,2020-11-01T18:05:31.237+03:00,   0.100E+01,2700.00000,   1.65625
   2800,2020-11-01T18:05:31.263+03:00,   0.100E+01,2800.00000,   1.71875
   2900,2020-11-01T18:05:31.288+03:00,   0.100E+01,2900.00000,   1.78125
   3000,2020-11-01T18:05:31.314+03:00,   0.100E+01,3000.00000,   1.81250
   3100,2020-11-01T18:05:31.339+03:00,   0.100E+01,3100.00000,   1.87500
   3200,2020-11-01T18:05:31.366+03:00,   0.100E+01,3200.00000,   1.93750
   3300,2020-11-01T18:05:31.392+03:00,   0.100E+01,3300.00000,   1.96875
   3400,2020-11-01T18:05:31.418+03:00,   0.100E+01,3400.00000,   2.03125
   3500,2020-11-01T18:05:31.443+03:00,   0.100E+01,3500.00000,   2.09375
   3600,2020-11-01T18:05:31.472+03:00,   0.100E+01,3600.00000,   2.12500
   3700,2020-11-01T18:05:31.499+03:00,   0.100E+01,3700.00000,   2.18750
   3800,2020-11-01T18:05:31.525+03:00,   0.100E+01,3800.00000,   2.25000
   3900,2020-11-01T18:05:31.552+03:00,   0.100E+01,3900.00000,   2.31250
   4000,2020-11-01T18:05:31.577+03:00,   0.100E+01,4000.00000,   2.34375
   4100,2020-11-01T18:05:31.603+03:00,   0.100E+01,4100.00000,   2.40625
   4200,2020-11-01T18:05:31.629+03:00,   0.100E+01,4200.00000,   2.45312
   4300,2020-11-01T18:05:31.655+03:00,   0.100E+01,4300.00000,   2.46875
   4400,2020-11-01T18:05:31.683+03:00,   0.100E+01,4400.00000,   2.53125
   4500,2020-11-01T18:05:31.722+03:00,   0.100E+01,4500.00000,   2.56250
   4600,2020-11-01T18:05:31.758+03:00,   0.100E+01,4600.00000,   2.62500
   4700,2020-11-01T18:05:31.797+03:00,   0.100E+01,4700.00000,   2.68750
   4800,2020-11-01T18:05:31.833+03:00,   0.100E+01,4800.00000,   2.76562
   4900,2020-11-01T18:05:31.866+03:00,   0.100E+01,4900.00000,   2.82812
   5000,2020-11-01T18:05:31.892+03:00,   0.100E+01,5000.00000,   2.82812
   5100,2020-11-01T18:05:31.919+03:00,   0.100E+01,5100.00000,   2.89062
   5200,2020-11-01T18:05:31.944+03:00,   0.100E+01,5200.00000,   2.95312
   5300,2020-11-01T18:05:31.971+03:00,   0.100E+01,5300.00000,   2.98438
   5400,2020-11-01T18:05:31.997+03:00,   0.100E+01,5400.00000,   3.04688
   5500,2020-11-01T18:05:32.022+03:00,   0.100E+01,5500.00000,   3.10938
   5600,2020-11-01T18:05:32.049+03:00,   0.100E+01,5600.00000,   3.14062
   5700,2020-11-01T18:05:32.074+03:00,   0.100E+01,5700.00000,   3.20312
   5800,2020-11-01T18:05:32.100+03:00,   0.100E+01,5800.00000,   3.26562
   5900,2020-11-01T18:05:32.126+03:00,   0.100E+01,5900.00000,   3.29688
   6000,2020-11-01T18:05:32.153+03:00,   0.100E+01,6000.00000,   3.35938
   6100,2020-11-01T18:05:32.180+03:00,   0.100E+01,6100.00000,   3.42188
   6200,2020-11-01T18:05:32.205+03:00,   0.100E+01,6200.00000,   3.45312
   6300,2020-11-01T18:05:32.231+03:00,   0.100E+01,6300.00000,   3.51562
   6400,2020-11-01T18:05:32.257+03:00,   0.100E+01,6400.00000,   3.57812
   6500,2020-11-01T18:05:32.282+03:00,   0.100E+01,6500.00000,   3.60938
   6600,2020-11-01T18:05:32.306+03:00,   0.100E+01,6600.00000,   3.67188
   6700,2020-11-01T18:05:32.332+03:00,   0.100E+01,6700.00000,   3.73438
   6800,2020-11-01T18:05:32.358+03:00,   0.100E+01,6800.00000,   3.76562
   6900,2020-11-01T18:05:32.384+03:00,   0.100E+01,6900.00000,   3.82812
   7000,2020-11-01T18:05:32.410+03:00,   0.100E+01,7000.00000,   3.89062
   7100,2020-11-01T18:05:32.436+03:00,   0.100E+01,7100.00000,   3.92188
   7200,2020-11-01T18:05:32.462+03:00,   0.100E+01,7200.00000,   3.98438
   7300,2020-11-01T18:05:32.489+03:00,   0.100E+01,7300.00000,   4.04688
   7400,2020-11-01T18:05:32.516+03:00,   0.100E+01,7400.00000,   4.07812
   7500,2020-11-01T18:05:32.540+03:00,   0.100E+01,7500.00000,   4.14062
   7600,2020-11-01T18:05:32.568+03:00,   0.100E+01,7600.00000,   4.20312
   7700,2020-11-01T18:05:32.594+03:00,   0.100E+01,7700.00000,   4.23438
   7800,2020-11-01T18:05:32.623+03:00,   0.100E+01,7800.00000,   4.28125
   7900,2020-11-01T18:05:32.649+03:00,   0.100E+01,7900.00000,   4.32812
   8000,2020-11-01T18:05:32.675+03:00,   0.100E+01,8000.00000,   4.35938
   8100,2020-11-01T18:05:32.701+03:00,   0.100E+01,8100.00000,   4.42188
   8200,2020-11-01T18:05:32.727+03:00,   0.100E+01,8200.00000,   4.48438
   8300,2020-11-01T18:05:32.754+03:00,   0.100E+01,8300.00000,   4.53125
   8400,2020-11-01T18:05:32.780+03:00,   0.100E+01,8400.00000,   4.56250
   8500,2020-11-01T18:05:32.806+03:00,   0.100E+01,8500.00000,   4.62500
   8600,2020-11-01T18:05:32.832+03:00,   0.100E+01,8600.00000,   4.68750
   8700,2020-11-01T18:05:32.858+03:00,   0.100E+01,8700.00000,   4.71875
   8800,2020-11-01T18:05:32.884+03:00,   0.100E+01,8800.00000,   4.75000
   8900,2020-11-01T18:05:32.909+03:00,   0.100E+01,8900.00000,   4.78125
   9000,2020-11-01T18:05:32.935+03:00,   0.100E+01,9000.00000,   4.84375
   9100,2020-11-01T18:05:32.961+03:00,   0.100E+01,9100.00000,   4.90625
   9200,2020-11-01T18:05:32.987+03:00,   0.100E+01,9200.00000,   4.93750
   9300,2020-11-01T18:05:33.012+03:00,   0.100E+01,9300.00000,   5.00000
   9400,2020-11-01T18:05:33.038+03:00,   0.100E+01,9400.00000,   5.06250
   9500,2020-11-01T18:05:33.065+03:00,   0.100E+01,9500.00000,   5.09375
   9600,2020-11-01T18:05:33.090+03:00,   0.100E+01,9600.00000,   5.15625
   9700,2020-11-01T18:05:33.116+03:00,   0.100E+01,9700.00000,   5.21875
   9800,2020-11-01T18:05:33.140+03:00,   0.100E+01,9800.00000,   5.25000
   9900,2020-11-01T18:05:33.166+03:00,   0.100E+01,9900.00000,   5.31250
  10000,2020-11-01T18:05:33.192+03:00,   0.100E+01,  10000.00,   5.35938
  10100,2020-11-01T18:05:33.218+03:00,   0.100E+01,  10100.00,   5.39062
  10200,2020-11-01T18:05:33.243+03:00,   0.100E+01,  10200.00,   5.45312
  10300,2020-11-01T18:05:33.269+03:00,   0.100E+01,  10300.00,   5.48438
  10400,2020-11-01T18:05:33.293+03:00,   0.100E+01,  10400.00,   5.54688
  10500,2020-11-01T18:05:33.319+03:00,   0.100E+01,  10500.00,   5.60938
  10600,2020-11-01T18:05:33.346+03:00,   0.100E+01,  10600.00,   5.64062
  10700,2020-11-01T18:05:33.371+03:00,   0.100E+01,  10700.00,   5.70312
  10800,2020-11-01T18:05:33.398+03:00,   0.100E+01,  10800.00,   5.75000
  10900,2020-11-01T18:05:33.423+03:00,   0.100E+01,  10900.00,   5.78125
  11000,2020-11-01T18:05:33.450+03:00,   0.100E+01,  11000.00,   5.84375
  11100,2020-11-01T18:05:33.483+03:00,   0.100E+01,  11100.00,   5.89062
  11200,2020-11-01T18:05:33.508+03:00,   0.100E+01,  11200.00,   5.95312
  11300,2020-11-01T18:05:33.534+03:00,   0.100E+01,  11300.00,   5.98438
  11400,2020-11-01T18:05:33.560+03:00,   0.100E+01,  11400.00,   6.04688
  11500,2020-11-01T18:05:33.586+03:00,   0.100E+01,  11500.00,   6.10938
  11600,2020-11-01T18:05:33.613+03:00,   0.100E+01,  11600.00,   6.17188
  11700,2020-11-01T18:05:33.638+03:00,   0.100E+01,  11700.00,   6.20312
  11800,2020-11-01T18:05:33.665+03:00,   0.100E+01,  11800.00,   6.25000
  11900,2020-11-01T18:05:33.690+03:00,   0.100E+01,  11900.00,   6.28125
  12000,2020-11-01T18:05:33.716+03:00,   0.100E+01,  12000.00,   6.34375
  12100,2020-11-01T18:05:33.741+03:00,   0.100E+01,  12100.00,   6.40625
  12200,2020-11-01T18:05:33.767+03:00,   0.100E+01,  12200.00,   6.43750
  12300,2020-11-01T18:05:33.793+03:00,   0.100E+01,  12300.00,   6.50000
  12400,2020-11-01T18:05:33.822+03:00,   0.100E+01,  12400.00,   6.54688
  12500,2020-11-01T18:05:33.848+03:00,   0.100E+01,  12500.00,   6.60938
  12600,2020-11-01T18:05:33.873+03:00,   0.100E+01,  12600.00,   6.64062
  12700,2020-11-01T18:05:33.900+03:00,   0.100E+01,  12700.00,   6.67188
  12800,2020-11-01T18:05:33.926+03:00,   0.100E+01,  12800.00,   6.73438
  12900,2020-11-01T18:05:33.951+03:00,   0.100E+01,  12900.00,   6.76562
  13000,2020-11-01T18:05:33.977+03:00,   0.100E+01,  13000.00,   6.82812
  13100,2020-11-01T18:05:34.003+03:00,   0.100E+01,  13100.00,   6.85938
  13200,2020-11-01T18:05:34.029+03:00,   0.100E+01,  13200.00,   6.92188
  13300,2020-11-01T18:05:34.057+03:00,   0.100E+01,  13300.00,   6.98438
  13400,2020-11-01T18:05:34.083+03:00,   0.100E+01,  13400.00,   7.04688
  13500,2020-11-01T18:05:34.108+03:00,   0.100E+01,  13500.00,   7.07812
  13600,2020-11-01T18:05:34.134+03:00,   0.100E+01,  13600.00,   7.14062
  13700,2020-11-01T18:05:34.160+03:00,   0.100E+01,  13700.00,   7.17188
  13800,2020-11-01T18:05:34.186+03:00,   0.100E+01,  13800.00,   7.23438
  13900,2020-11-01T18:05:34.213+03:00,   0.100E+01,  13900.00,   7.29688
  14000,2020-11-01T18:05:34.238+03:00,   0.100E+01,  14000.00,   7.32812
  14100,2020-11-01T18:05:34.264+03:00,   0.100E+01,  14100.00,   7.39062
  14200,2020-11-01T18:05:34.289+03:00,   0.100E+01,  14200.00,   7.45312
  14300,2020-11-01T18:05:34.316+03:00,   0.100E+01,  14300.00,   7.51562
  14400,2020-11-01T18:05:34.340+03:00,   0.100E+01,  14400.00,   7.54688
  14500,2020-11-01T18:05:34.367+03:00,   0.100E+01,  14500.00,   7.60938
  14600,2020-11-01T18:05:34.392+03:00,   0.100E+01,  14600.00,   7.64062
  14700,2020-11-01T18:05:34.419+03:00,   0.100E+01,  14700.00,   7.70312
  14800,2020-11-01T18:05:34.444+03:00,   0.100E+01,  14800.00,   7.76562
  14900,2020-11-01T18:05:34.470+03:00,   0.100E+01,  14900.00,   7.79688
  15000,2020-11-01T18:05:34.497+03:00,   0.100E+01,  15000.00,   7.85938
  15100,2020-11-01T18:05:34.523+03:00,   0.100E+01,  15100.00,   7.92188
  15200,2020-11-01T18:05:34.549+03:00,   0.100E+01,  15200.00,   7.95312
  15300,2020-11-01T18:05:34.575+03:00,   0.100E+01,  15300.00,   8.01562
  15400,2020-11-01T18:05:34.601+03:00,   0.100E+01,  15400.00,   8.07812
  15500,2020-11-01T18:05:34.627+03:00,   0.100E+01,  15500.00,   8.10938
  15600,2020-11-01T18:05:34.653+03:00,   0.100E+01,  15600.00,   8.15625
  15700,2020-11-01T18:05:34.678+03:00,   0.100E+01,  15700.00,   8.21875
  15800,2020-11-01T18:05:34.705+03:00,   0.100E+01,  15800.00,   8.25000
  15900,2020-11-01T18:05:34.732+03:00,   0.100E+01,  15900.00,   8.31250
  16000,2020-11-01T18:05:34.757+03:00,   0.100E+01,  16000.00,   8.37500
  16100,2020-11-01T18:05:34.784+03:00,   0.100E+01,  16100.00,   8.40625
  16200,2020-11-01T18:05:34.809+03:00,   0.100E+01,  16200.00,   8.46875
  16300,2020-11-01T18:05:34.836+03:00,   0.100E+01,  16300.00,   8.53125
  16400,2020-11-01T18:05:34.861+03:00,   0.100E+01,  16400.00,   8.56250
  16500,2020-11-01T18:05:34.889+03:00,   0.100E+01,  16500.00,   8.59375
  16600,2020-11-01T18:05:34.916+03:00,   0.100E+01,  16600.00,   8.65625
  16700,2020-11-01T18:05:34.941+03:00,   0.100E+01,  16700.00,   8.68750
  16800,2020-11-01T18:05:34.967+03:00,   0.100E+01,  16800.00,   8.75000
  16900,2020-11-01T18:05:34.994+03:00,   0.100E+01,  16900.00,   8.81250
  17000,2020-11-01T18:05:35.021+03:00,   0.100E+01,  17000.00,   8.87500
  17100,2020-11-01T18:05:35.048+03:00,   0.100E+01,  17100.00,   8.90625
  17200,2020-11-01T18:05:35.072+03:00,   0.100E+01,  17200.00,   8.96875
  17300,2020-11-01T18:05:35.100+03:00,   0.100E+01,  17300.00,   9.03125
  17400,2020-11-01T18:05:35.125+03:00,   0.100E+01,  17400.00,   9.06250
  17500,2020-11-01T18:05:35.151+03:00,   0.100E+01,  17500.00,   9.10938
  17600,2020-11-01T18:05:35.177+03:00,   0.100E+01,  17600.00,   9.17188
  17700,2020-11-01T18:05:35.203+03:00,   0.100E+01,  17700.00,   9.20312
  17800,2020-11-01T18:05:35.230+03:00,   0.100E+01,  17800.00,   9.26562
  17900,2020-11-01T18:05:35.255+03:00,   0.100E+01,  17900.00,   9.32812
  18000,2020-11-01T18:05:35.281+03:00,   0.100E+01,  18000.00,   9.35938
  18100,2020-11-01T18:05:35.307+03:00,   0.100E+01,  18100.00,   9.42188
  18200,2020-11-01T18:05:35.332+03:00,   0.100E+01,  18200.00,   9.45312
  18300,2020-11-01T18:05:35.358+03:00,   0.100E+01,  18300.00,   9.51562
  18400,2020-11-01T18:05:35.384+03:00,   0.100E+01,  18400.00,   9.56250
  18500,2020-11-01T18:05:35.409+03:00,   0.100E+01,  18500.00,   9.59375
  18600,2020-11-01T18:05:35.435+03:00,   0.100E+01,  18600.00,   9.65625
  18700,2020-11-01T18:05:35.460+03:00,   0.100E+01,  18700.00,   9.71875
  18800,2020-11-01T18:05:35.487+03:00,   0.100E+01,  18800.00,   9.75000
  18900,2020-11-01T18:05:35.514+03:00,   0.100E+01,  18900.00,   9.81250
  19000,2020-11-01T18:05:35.540+03:00,   0.100E+01,  19000.00,   9.87500
  19100,2020-11-01T18:05:35.567+03:00,   0.100E+01,  19100.00,   9.93750
  19200,2020-11-01T18:05:35.597+03:00,   0.100E+01,  19200.00,   9.96875
  19300,2020-11-01T18:05:35.628+03:00,   0.100E+01,  19300.00,   9.98438
  19400,2020-11-01T18:05:35.654+03:00,   0.100E+01,  19400.00,  10.01562
  19500,2020-11-01T18:05:35.680+03:00,   0.100E+01,  19500.00,  10.07812
  19600,2020-11-01T18:05:35.708+03:00,   0.100E+01,  19600.00,  10.14062
  19700,2020-11-01T18:05:35.733+03:00,   0.100E+01,  19700.00,  10.17188
  19800,2020-11-01T18:05:35.757+03:00,   0.100E+01,  19800.00,  10.23438
  19900,2020-11-01T18:05:35.784+03:00,   0.100E+01,  19900.00,  10.26562
  20000,2020-11-01T18:05:35.811+03:00,   0.100E+01,  20000.00,  10.32812
  20100,2020-11-01T18:05:35.837+03:00,   0.100E+01,  20100.00,  10.39062
  20200,2020-11-01T18:05:35.865+03:00,   0.100E+01,  20200.00,  10.45312
  20300,2020-11-01T18:05:35.890+03:00,   0.100E+01,  20300.00,  10.48438
  20400,2020-11-01T18:05:35.917+03:00,   0.100E+01,  20400.00,  10.54688
  20500,2020-11-01T18:05:35.943+03:00,   0.100E+01,  20500.00,  10.60938
  20600,2020-11-01T18:05:35.969+03:00,   0.100E+01,  20600.00,  10.64062
  20700,2020-11-01T18:05:35.995+03:00,   0.100E+01,  20700.00,  10.70312
  20800,2020-11-01T18:05:36.022+03:00,   0.100E+01,  20800.00,  10.76562
  20900,2020-11-01T18:05:36.049+03:00,   0.100E+01,  20900.00,  10.79688
  21000,2020-11-01T18:05:36.074+03:00,   0.100E+01,  21000.00,  10.85938
  21100,2020-11-01T18:05:36.101+03:00,   0.100E+01,  21100.00,  10.90625
  21200,2020-11-01T18:05:36.126+03:00,   0.100E+01,  21200.00,  10.93750
  21300,2020-11-01T18:05:36.151+03:00,   0.100E+01,  21300.00,  10.98438
  21400,2020-11-01T18:05:36.179+03:00,   0.100E+01,  21400.00,  11.04688
  21500,2020-11-01T18:05:36.205+03:00,   0.100E+01,  21500.00,  11.07812
  21600,2020-11-01T18:05:36.231+03:00,   0.100E+01,  21600.00,  11.14062
  21700,2020-11-01T18:05:36.257+03:00,   0.100E+01,  21700.00,  11.20312
  21800,2020-11-01T18:05:36.282+03:00,   0.100E+01,  21800.00,  11.23438
  21900,2020-11-01T18:05:36.307+03:00,   0.100E+01,  21900.00,  11.29688
  22000,2020-11-01T18:05:36.333+03:00,   0.100E+01,  22000.00,  11.35938
  22100,2020-11-01T18:05:36.359+03:00,   0.100E+01,  22100.00,  11.39062
  22200,2020-11-01T18:05:36.384+03:00,   0.100E+01,  22200.00,  11.42188
  22300,2020-11-01T18:05:36.409+03:00,   0.100E+01,  22300.00,  11.45312
  22400,2020-11-01T18:05:36.435+03:00,   0.100E+01,  22400.00,  11.51562
  22500,2020-11-01T18:05:36.461+03:00,   0.100E+01,  22500.00,  11.57812
  22600,2020-11-01T18:05:36.487+03:00,   0.100E+01,  22600.00,  11.60938
  22700,2020-11-01T18:05:36.513+03:00,   0.100E+01,  22700.00,  11.67188
  22800,2020-11-01T18:05:36.538+03:00,   0.100E+01,  22800.00,  11.73438
  22900,2020-11-01T18:05:36.633+03:00,   0.100E+01,  22900.00,  11.78125
  23000,2020-11-01T18:05:36.658+03:00,   0.100E+01,  23000.00,  11.81250
  23100,2020-11-01T18:05:36.684+03:00,   0.100E+01,  23100.00,  11.87500
  23200,2020-11-01T18:05:36.709+03:00,   0.100E+01,  23200.00,  11.93750
  23300,2020-11-01T18:05:36.734+03:00,   0.100E+01,  23300.00,  11.96875
  23400,2020-11-01T18:05:36.759+03:00,   0.100E+01,  23400.00,  12.03125
  23500,2020-11-01T18:05:36.786+03:00,   0.100E+01,  23500.00,  12.09375
  23600,2020-11-01T18:05:36.810+03:00,   0.100E+01,  23600.00,  12.12500
  23700,2020-11-01T18:05:36.836+03:00,   0.100E+01,  23700.00,  12.18750
  23800,2020-11-01T18:05:36.861+03:00,   0.100E+01,  23800.00,  12.21875
  23900,2020-11-01T18:05:36.887+03:00,   0.100E+01,  23900.00,  12.28125
  24000,2020-11-01T18:05:36.913+03:00,   0.100E+01,  24000.00,  12.34375
  24100,2020-11-01T18:05:36.939+03:00,   0.100E+01,  24100.00,  12.37500
  24200,2020-11-01T18:05:36.965+03:00,   0.100E+01,  24200.00,  12.43750
  24300,2020-11-01T18:05:36.990+03:00,   0.100E+01,  24300.00,  12.50000
  24400,2020-11-01T18:05:37.018+03:00,   0.100E+01,  24400.00,  12.53125
  24500,2020-11-01T18:05:37.044+03:00,   0.100E+01,  24500.00,  12.59375
  24600,2020-11-01T18:05:37.072+03:00,   0.100E+01,  24600.00,  12.65625
  24700,2020-11-01T18:05:37.104+03:00,   0.100E+01,  24700.00,  12.70312
  24800,2020-11-01T18:05:37.131+03:00,   0.100E+01,  24800.00,  12.76562
  24900,2020-11-01T18:05:37.156+03:00,   0.100E+01,  24900.00,  12.79688
  25000,2020-11-01T18:05:37.183+03:00,   0.100E+01,  25000.00,  12.85938
  25100,2020-11-01T18:05:37.207+03:00,   0.100E+01,  25100.00,  12.92188
  25200,2020-11-01T18:05:37.234+03:00,   0.100E+01,  25200.00,  12.95312
  25300,2020-11-01T18:05:37.260+03:00,   0.100E+01,  25300.00,  13.01562
  25400,2020-11-01T18:05:37.285+03:00,   0.100E+01,  25400.00,  13.07812
  25500,2020-11-01T18:05:37.310+03:00,   0.100E+01,  25500.00,  13.10938
  25600,2020-11-01T18:05:37.336+03:00,   0.100E+01,  25600.00,  13.17188
  25700,2020-11-01T18:05:37.361+03:00,   0.100E+01,  25700.00,  13.20312
  25800,2020-11-01T18:05:37.388+03:00,   0.100E+01,  25800.00,  13.26562
  25900,2020-11-01T18:05:37.415+03:00,   0.100E+01,  25900.00,  13.32812
  26000,2020-11-01T18:05:37.439+03:00,   0.100E+01,  26000.00,  13.34375
  26100,2020-11-01T18:05:37.470+03:00,   0.100E+01,  26100.00,  13.40625
  26200,2020-11-01T18:05:37.499+03:00,   0.100E+01,  26200.00,  13.46875
  26300,2020-11-01T18:05:37.533+03:00,   0.100E+01,  26300.00,  13.53125
  26400,2020-11-01T18:05:37.563+03:00,   0.100E+01,  26400.00,  13.59375
  26500,2020-11-01T18:05:37.603+03:00,   0.100E+01,  26500.00,  13.67188
  26600,2020-11-01T18:05:37.631+03:00,   0.100E+01,  26600.00,  13.68750
  26700,2020-11-01T18:05:37.662+03:00,   0.100E+01,  26700.00,  13.75000
  26800,2020-11-01T18:05:37.694+03:00,   0.100E+01,  26800.00,  13.81250
  26900,2020-11-01T18:05:37.726+03:00,   0.100E+01,  26900.00,  13.87500
  27000,2020-11-01T18:05:37.754+03:00,   0.100E+01,  27000.00,  13.92188
  27100,2020-11-01T18:05:37.783+03:00,   0.100E+01,  27100.00,  13.95312
  27200,2020-11-01T18:05:37.810+03:00,   0.100E+01,  27200.00,  14.01562
  27300,2020-11-01T18:05:37.839+03:00,   0.100E+01,  27300.00,  14.06250
  27400,2020-11-01T18:05:37.868+03:00,   0.100E+01,  27400.00,  14.12500
  27500,2020-11-01T18:05:37.906+03:00,   0.100E+01,  27500.00,  14.15625
  27600,2020-11-01T18:05:37.936+03:00,   0.100E+01,  27600.00,  14.21875
  27700,2020-11-01T18:05:37.965+03:00,   0.100E+01,  27700.00,  14.28125
  27800,2020-11-01T18:05:37.994+03:00,   0.100E+01,  27800.00,  14.34375
  27900,2020-11-01T18:05:38.022+03:00,   0.100E+01,  27900.00,  14.40625
  28000,2020-11-01T18:05:38.050+03:00,   0.100E+01,  28000.00,  14.43750
  28100,2020-11-01T18:05:38.086+03:00,   0.100E+01,  28100.00,  14.53125
  28200,2020-11-01T18:05:38.125+03:00,   0.100E+01,  28200.00,  14.57812
  28300,2020-11-01T18:05:38.166+03:00,   0.100E+01,  28300.00,  14.60938
  28400,2020-11-01T18:05:38.216+03:00,   0.100E+01,  28400.00,  14.67188
  28500,2020-11-01T18:05:38.252+03:00,   0.100E+01,  28500.00,  14.71875
  28600,2020-11-01T18:05:38.283+03:00,   0.100E+01,  28600.00,  14.78125
  28700,2020-11-01T18:05:38.333+03:00,   0.100E+01,  28700.00,  14.90625
  28800,2020-11-01T18:05:38.386+03:00,   0.100E+01,  28800.00,  14.92188
  28900,2020-11-01T18:05:38.421+03:00,   0.100E+01,  28900.00,  14.98438
  29000,2020-11-01T18:05:38.453+03:00,   0.100E+01,  29000.00,  15.03125
  29100,2020-11-01T18:05:38.492+03:00,   0.100E+01,  29100.00,  15.10938
  29200,2020-11-01T18:05:38.530+03:00,   0.100E+01,  29200.00,  15.15625
  29300,2020-11-01T18:05:38.560+03:00,   0.100E+01,  29300.00,  15.21875
  29400,2020-11-01T18:05:38.588+03:00,   0.100E+01,  29400.00,  15.28125
  29500,2020-11-01T18:05:38.632+03:00,   0.100E+01,  29500.00,  15.31250
  29600,2020-11-01T18:05:38.660+03:00,   0.100E+01,  29600.00,  15.34375
  29700,2020-11-01T18:05:38.687+03:00,   0.100E+01,  29700.00,  15.40625
  29800,2020-11-01T18:05:38.715+03:00,   0.100E+01,  29800.00,  15.46875
  29900,2020-11-01T18:05:38.744+03:00,   0.100E+01,  29900.00,  15.53125
  30000,2020-11-01T18:05:38.773+03:00,   0.100E+01,  30000.00,  15.59375
  30100,2020-11-01T18:05:38.820+03:00,   0.100E+01,  30100.00,  15.65625
  30200,2020-11-01T18:05:38.852+03:00,   0.100E+01,  30200.00,  15.71875
  30300,2020-11-01T18:05:38.888+03:00,   0.100E+01,  30300.00,  15.73438
  30400,2020-11-01T18:05:38.919+03:00,   0.100E+01,  30400.00,  15.79688
  30500,2020-11-01T18:05:38.960+03:00,   0.100E+01,  30500.00,  15.84375
  30600,2020-11-01T18:05:38.999+03:00,   0.100E+01,  30600.00,  15.90625
  30700,2020-11-01T18:05:39.026+03:00,   0.100E+01,  30700.00,  15.96875
