Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 2.347E+01, 2.424E-02, 0.000E+00, 0.000E+00, 0.000E+00, 4.200E+01, 8.011E+00, 0.000E+00, 7.006E+01, 0.000E+00, 8.721E-01, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 1.444E+02
