,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
      1,2020-11-01T17:43:32.261+03:00,   0.100E+01,   1.00000,   0.12500
      2,2020-11-01T17:43:32.261+03:00,   0.100E+01,   2.00000,   0.12500
      3,2020-11-01T17:43:32.261+03:00,   0.100E+01,   3.00000,   0.12500
      4,2020-11-01T17:43:32.261+03:00,   0.100E+01,   4.00000,   0.12500
      5,2020-11-01T17:43:32.261+03:00,   0.100E+01,   5.00000,   0.12500
      6,2020-11-01T17:43:32.261+03:00,   0.100E+01,   6.00000,   0.12500
      7,2020-11-01T17:43:32.261+03:00,   0.100E+01,   7.00000,   0.12500
      8,2020-11-01T17:43:32.261+03:00,   0.100E+01,   8.00000,   0.12500
      9,2020-11-01T17:43:32.261+03:00,   0.100E+01,   9.00000,   0.12500
     10,2020-11-01T17:43:32.261+03:00,   0.100E+01,  10.00000,   0.12500
     20,2020-11-01T17:43:32.261+03:00,   0.100E+01,  20.00000,   0.12500
     30,2020-11-01T17:43:32.277+03:00,   0.100E+01,  30.00000,   0.15625
     40,2020-11-01T17:43:32.277+03:00,   0.100E+01,  40.00000,   0.15625
     50,2020-11-01T17:43:32.277+03:00,   0.100E+01,  50.00000,   0.15625
     60,2020-11-01T17:43:32.277+03:00,   0.100E+01,  60.00000,   0.15625
     70,2020-11-01T17:43:32.277+03:00,   0.100E+01,  70.00000,   0.15625
     80,2020-11-01T17:43:32.293+03:00,   0.100E+01,  80.00000,   0.18750
     90,2020-11-01T17:43:32.293+03:00,   0.100E+01,  90.00000,   0.18750
    100,2020-11-01T17:43:32.293+03:00,   0.100E+01, 100.00000,   0.18750
    200,2020-11-01T17:43:32.308+03:00,   0.100E+01, 200.00000,   0.21875
    300,2020-11-01T17:43:32.324+03:00,   0.100E+01, 300.00000,   0.25000
    400,2020-11-01T17:43:32.355+03:00,   0.100E+01, 400.00000,   0.31250
    500,2020-11-01T17:43:32.371+03:00,   0.100E+01, 500.00000,   0.34375
    600,2020-11-01T17:43:32.402+03:00,   0.100E+01, 600.00000,   0.40625
    700,2020-11-01T17:43:32.418+03:00,   0.100E+01, 700.00000,   0.43750
    800,2020-11-01T17:43:32.433+03:00,   0.100E+01, 800.00000,   0.46875
    900,2020-11-01T17:43:32.465+03:00,   0.100E+01, 900.00000,   0.53125
   1000,2020-11-01T17:43:32.480+03:00,   0.100E+01,1000.00000,   0.56250
   1100,2020-11-01T17:43:32.496+03:00,   0.100E+01,1100.00000,   0.59375
   1200,2020-11-01T17:43:32.511+03:00,   0.100E+01,1200.00000,   0.62500
   1300,2020-11-01T17:43:32.543+03:00,   0.100E+01,1300.00000,   0.68750
   1400,2020-11-01T17:43:32.558+03:00,   0.100E+01,1400.00000,   0.71875
   1500,2020-11-01T17:43:32.574+03:00,   0.100E+01,1500.00000,   0.75000
   1600,2020-11-01T17:43:32.610+03:00,   0.100E+01,1600.00000,   0.81250
   1700,2020-11-01T17:43:32.631+03:00,   0.100E+01,1700.00000,   0.87500
   1800,2020-11-01T17:43:32.652+03:00,   0.100E+01,1800.00000,   0.90625
   1900,2020-11-01T17:43:32.673+03:00,   0.100E+01,1900.00000,   0.93750
   2000,2020-11-01T17:43:32.695+03:00,   0.100E+01,2000.00000,   1.00000
   2100,2020-11-01T17:43:32.715+03:00,   0.100E+01,2100.00000,   1.03125
   2200,2020-11-01T17:43:32.736+03:00,   0.100E+01,2200.00000,   1.06250
   2300,2020-11-01T17:43:32.757+03:00,   0.100E+01,2300.00000,   1.12500
   2400,2020-11-01T17:43:32.778+03:00,   0.100E+01,2400.00000,   1.15625
   2500,2020-11-01T17:43:32.799+03:00,   0.100E+01,2500.00000,   1.18750
   2600,2020-11-01T17:43:32.820+03:00,   0.100E+01,2600.00000,   1.25000
   2700,2020-11-01T17:43:32.841+03:00,   0.100E+01,2700.00000,   1.28125
   2800,2020-11-01T17:43:32.862+03:00,   0.100E+01,2800.00000,   1.31250
   2900,2020-11-01T17:43:32.883+03:00,   0.100E+01,2900.00000,   1.37500
   3000,2020-11-01T17:43:32.904+03:00,   0.100E+01,3000.00000,   1.40625
   3100,2020-11-01T17:43:32.924+03:00,   0.100E+01,3100.00000,   1.43750
   3200,2020-11-01T17:43:32.945+03:00,   0.100E+01,3200.00000,   1.50000
   3300,2020-11-01T17:43:32.966+03:00,   0.100E+01,3300.00000,   1.53125
   3400,2020-11-01T17:43:32.987+03:00,   0.100E+01,3400.00000,   1.56250
   3500,2020-11-01T17:43:33.008+03:00,   0.100E+01,3500.00000,   1.62500
   3600,2020-11-01T17:43:33.029+03:00,   0.100E+01,3600.00000,   1.65625
   3700,2020-11-01T17:43:33.050+03:00,   0.100E+01,3700.00000,   1.68750
   3800,2020-11-01T17:43:33.072+03:00,   0.100E+01,3800.00000,   1.75000
   3900,2020-11-01T17:43:33.093+03:00,   0.100E+01,3900.00000,   1.78125
   4000,2020-11-01T17:43:33.114+03:00,   0.100E+01,4000.00000,   1.84375
   4100,2020-11-01T17:43:33.135+03:00,   0.100E+01,4100.00000,   1.87500
   4200,2020-11-01T17:43:33.155+03:00,   0.100E+01,4200.00000,   1.90625
   4300,2020-11-01T17:43:33.176+03:00,   0.100E+01,4300.00000,   1.96875
   4400,2020-11-01T17:43:33.197+03:00,   0.100E+01,4400.00000,   2.00000
   4500,2020-11-01T17:43:33.218+03:00,   0.100E+01,4500.00000,   2.03125
   4600,2020-11-01T17:43:33.240+03:00,   0.100E+01,4600.00000,   2.09375
   4700,2020-11-01T17:43:33.272+03:00,   0.100E+01,4700.00000,   2.15625
   4800,2020-11-01T17:43:33.424+03:00,   0.100E+01,4800.00000,   2.20312
   4900,2020-11-01T17:43:33.482+03:00,   0.100E+01,4900.00000,   2.25000
   5000,2020-11-01T17:43:33.525+03:00,   0.100E+01,5000.00000,   2.29688
   5100,2020-11-01T17:43:33.614+03:00,   0.100E+01,5100.00000,   2.32812
   5200,2020-11-01T17:43:33.671+03:00,   0.100E+01,5200.00000,   2.37500
   5300,2020-11-01T17:43:33.811+03:00,   0.100E+01,5300.00000,   2.37500
   5400,2020-11-01T17:43:33.956+03:00,   0.100E+01,5400.00000,   2.46875
   5500,2020-11-01T17:43:34.013+03:00,   0.100E+01,5500.00000,   2.50000
   5600,2020-11-01T17:43:34.058+03:00,   0.100E+01,5600.00000,   2.51562
   5700,2020-11-01T17:43:34.090+03:00,   0.100E+01,5700.00000,   2.54688
   5800,2020-11-01T17:43:34.119+03:00,   0.100E+01,5800.00000,   2.60938
   5900,2020-11-01T17:43:34.184+03:00,   0.100E+01,5900.00000,   2.64062
   6000,2020-11-01T17:43:34.220+03:00,   0.100E+01,6000.00000,   2.70312
   6100,2020-11-01T17:43:34.256+03:00,   0.100E+01,6100.00000,   2.76562
   6200,2020-11-01T17:43:34.298+03:00,   0.100E+01,6200.00000,   2.78125
   6300,2020-11-01T17:43:34.331+03:00,   0.100E+01,6300.00000,   2.81250
   6400,2020-11-01T17:43:34.369+03:00,   0.100E+01,6400.00000,   2.89062
   6500,2020-11-01T17:43:34.409+03:00,   0.100E+01,6500.00000,   2.90625
   6600,2020-11-01T17:43:34.479+03:00,   0.100E+01,6600.00000,   2.95312
   6700,2020-11-01T17:43:34.589+03:00,   0.100E+01,6700.00000,   3.00000
   6800,2020-11-01T17:43:34.678+03:00,   0.100E+01,6800.00000,   3.10938
   6900,2020-11-01T17:43:34.730+03:00,   0.100E+01,6900.00000,   3.15625
   7000,2020-11-01T17:43:34.790+03:00,   0.100E+01,7000.00000,   3.18750
   7100,2020-11-01T17:43:34.829+03:00,   0.100E+01,7100.00000,   3.21875
   7200,2020-11-01T17:43:34.866+03:00,   0.100E+01,7200.00000,   3.31250
   7300,2020-11-01T17:43:34.904+03:00,   0.100E+01,7300.00000,   3.37500
   7400,2020-11-01T17:43:34.937+03:00,   0.100E+01,7400.00000,   3.43750
   7500,2020-11-01T17:43:34.971+03:00,   0.100E+01,7500.00000,   3.50000
   7600,2020-11-01T17:43:35.008+03:00,   0.100E+01,7600.00000,   3.56250
   7700,2020-11-01T17:43:35.043+03:00,   0.100E+01,7700.00000,   3.59375
   7800,2020-11-01T17:43:35.077+03:00,   0.100E+01,7800.00000,   3.62500
   7900,2020-11-01T17:43:35.110+03:00,   0.100E+01,7900.00000,   3.67188
   8000,2020-11-01T17:43:35.145+03:00,   0.100E+01,8000.00000,   3.75000
   8100,2020-11-01T17:43:35.178+03:00,   0.100E+01,8100.00000,   3.81250
   8200,2020-11-01T17:43:35.211+03:00,   0.100E+01,8200.00000,   3.84375
   8300,2020-11-01T17:43:35.244+03:00,   0.100E+01,8300.00000,   3.89062
   8400,2020-11-01T17:43:35.277+03:00,   0.100E+01,8400.00000,   3.93750
   8500,2020-11-01T17:43:35.313+03:00,   0.100E+01,8500.00000,   3.93750
   8600,2020-11-01T17:43:35.344+03:00,   0.100E+01,8600.00000,   4.00000
   8700,2020-11-01T17:43:35.376+03:00,   0.100E+01,8700.00000,   4.04688
   8800,2020-11-01T17:43:35.432+03:00,   0.100E+01,8800.00000,   4.09375
   8900,2020-11-01T17:43:35.465+03:00,   0.100E+01,8900.00000,   4.12500
   9000,2020-11-01T17:43:35.500+03:00,   0.100E+01,9000.00000,   4.17188
   9100,2020-11-01T17:43:35.533+03:00,   0.100E+01,9100.00000,   4.20312
   9200,2020-11-01T17:43:35.565+03:00,   0.100E+01,9200.00000,   4.21875
   9300,2020-11-01T17:43:35.599+03:00,   0.100E+01,9300.00000,   4.28125
   9400,2020-11-01T17:43:35.632+03:00,   0.100E+01,9400.00000,   4.28125
   9500,2020-11-01T17:43:35.665+03:00,   0.100E+01,9500.00000,   4.34375
   9600,2020-11-01T17:43:35.698+03:00,   0.100E+01,9600.00000,   4.40625
   9700,2020-11-01T17:43:35.731+03:00,   0.100E+01,9700.00000,   4.46875
   9800,2020-11-01T17:43:35.766+03:00,   0.100E+01,9800.00000,   4.53125
   9900,2020-11-01T17:43:35.798+03:00,   0.100E+01,9900.00000,   4.56250
  10000,2020-11-01T17:43:35.833+03:00,   0.100E+01,  10000.00,   4.60938
  10100,2020-11-01T17:43:35.943+03:00,   0.100E+01,  10100.00,   4.65625
  10200,2020-11-01T17:43:36.004+03:00,   0.100E+01,  10200.00,   4.68750
  10300,2020-11-01T17:43:36.061+03:00,   0.100E+01,  10300.00,   4.70312
  10400,2020-11-01T17:43:36.091+03:00,   0.100E+01,  10400.00,   4.76562
  10500,2020-11-01T17:43:36.122+03:00,   0.100E+01,  10500.00,   4.82812
  10600,2020-11-01T17:43:36.162+03:00,   0.100E+01,  10600.00,   4.90625
  10700,2020-11-01T17:43:36.199+03:00,   0.100E+01,  10700.00,   4.92188
  10800,2020-11-01T17:43:36.241+03:00,   0.100E+01,  10800.00,   5.00000
  10900,2020-11-01T17:43:36.279+03:00,   0.100E+01,  10900.00,   5.01562
  11000,2020-11-01T17:43:36.321+03:00,   0.100E+01,  11000.00,   5.03125
  11100,2020-11-01T17:43:36.362+03:00,   0.100E+01,  11100.00,   5.07812
  11200,2020-11-01T17:43:36.399+03:00,   0.100E+01,  11200.00,   5.14062
  11300,2020-11-01T17:43:36.443+03:00,   0.100E+01,  11300.00,   5.23438
  11400,2020-11-01T17:43:36.481+03:00,   0.100E+01,  11400.00,   5.25000
  11500,2020-11-01T17:43:36.516+03:00,   0.100E+01,  11500.00,   5.29688
  11600,2020-11-01T17:43:36.552+03:00,   0.100E+01,  11600.00,   5.29688
  11700,2020-11-01T17:43:36.589+03:00,   0.100E+01,  11700.00,   5.35938
  11800,2020-11-01T17:43:36.642+03:00,   0.100E+01,  11800.00,   5.43750
  11900,2020-11-01T17:43:36.683+03:00,   0.100E+01,  11900.00,   5.51562
  12000,2020-11-01T17:43:36.712+03:00,   0.100E+01,  12000.00,   5.57812
  12100,2020-11-01T17:43:36.736+03:00,   0.100E+01,  12100.00,   5.60938
  12200,2020-11-01T17:43:36.758+03:00,   0.100E+01,  12200.00,   5.67188
  12300,2020-11-01T17:43:36.782+03:00,   0.100E+01,  12300.00,   5.70312
  12400,2020-11-01T17:43:36.805+03:00,   0.100E+01,  12400.00,   5.75000
  12500,2020-11-01T17:43:36.827+03:00,   0.100E+01,  12500.00,   5.78125
  12600,2020-11-01T17:43:36.849+03:00,   0.100E+01,  12600.00,   5.84375
  12700,2020-11-01T17:43:36.873+03:00,   0.100E+01,  12700.00,   5.87500
  12800,2020-11-01T17:43:36.894+03:00,   0.100E+01,  12800.00,   5.90625
  12900,2020-11-01T17:43:36.916+03:00,   0.100E+01,  12900.00,   5.96875
  13000,2020-11-01T17:43:36.940+03:00,   0.100E+01,  13000.00,   6.00000
  13100,2020-11-01T17:43:36.961+03:00,   0.100E+01,  13100.00,   6.06250
  13200,2020-11-01T17:43:36.983+03:00,   0.100E+01,  13200.00,   6.09375
  13300,2020-11-01T17:43:37.008+03:00,   0.100E+01,  13300.00,   6.15625
  13400,2020-11-01T17:43:37.030+03:00,   0.100E+01,  13400.00,   6.18750
  13500,2020-11-01T17:43:37.051+03:00,   0.100E+01,  13500.00,   6.23438
  13600,2020-11-01T17:43:37.073+03:00,   0.100E+01,  13600.00,   6.26562
  13700,2020-11-01T17:43:37.094+03:00,   0.100E+01,  13700.00,   6.29688
  13800,2020-11-01T17:43:37.116+03:00,   0.100E+01,  13800.00,   6.35938
  13900,2020-11-01T17:43:37.140+03:00,   0.100E+01,  13900.00,   6.39062
  14000,2020-11-01T17:43:37.162+03:00,   0.100E+01,  14000.00,   6.45312
  14100,2020-11-01T17:43:37.184+03:00,   0.100E+01,  14100.00,   6.48438
  14200,2020-11-01T17:43:37.207+03:00,   0.100E+01,  14200.00,   6.54688
  14300,2020-11-01T17:43:37.229+03:00,   0.100E+01,  14300.00,   6.57812
  14400,2020-11-01T17:43:37.252+03:00,   0.100E+01,  14400.00,   6.60938
  14500,2020-11-01T17:43:37.276+03:00,   0.100E+01,  14500.00,   6.67188
  14600,2020-11-01T17:43:37.298+03:00,   0.100E+01,  14600.00,   6.70312
  14700,2020-11-01T17:43:37.321+03:00,   0.100E+01,  14700.00,   6.76562
  14800,2020-11-01T17:43:37.344+03:00,   0.100E+01,  14800.00,   6.79688
  14900,2020-11-01T17:43:37.365+03:00,   0.100E+01,  14900.00,   6.85938
  15000,2020-11-01T17:43:37.388+03:00,   0.100E+01,  15000.00,   6.89062
  15100,2020-11-01T17:43:37.410+03:00,   0.100E+01,  15100.00,   6.95312
  15200,2020-11-01T17:43:37.432+03:00,   0.100E+01,  15200.00,   6.98438
  15300,2020-11-01T17:43:37.456+03:00,   0.100E+01,  15300.00,   7.01562
  15400,2020-11-01T17:43:37.479+03:00,   0.100E+01,  15400.00,   7.07812
  15500,2020-11-01T17:43:37.503+03:00,   0.100E+01,  15500.00,   7.09375
  15600,2020-11-01T17:43:37.525+03:00,   0.100E+01,  15600.00,   7.15625
  15700,2020-11-01T17:43:37.548+03:00,   0.100E+01,  15700.00,   7.15625
  15800,2020-11-01T17:43:37.571+03:00,   0.100E+01,  15800.00,   7.18750
  15900,2020-11-01T17:43:37.593+03:00,   0.100E+01,  15900.00,   7.21875
  16000,2020-11-01T17:43:37.616+03:00,   0.100E+01,  16000.00,   7.28125
  16100,2020-11-01T17:43:37.639+03:00,   0.100E+01,  16100.00,   7.31250
  16200,2020-11-01T17:43:37.660+03:00,   0.100E+01,  16200.00,   7.34375
  16300,2020-11-01T17:43:37.683+03:00,   0.100E+01,  16300.00,   7.40625
  16400,2020-11-01T17:43:37.706+03:00,   0.100E+01,  16400.00,   7.43750
  16500,2020-11-01T17:43:37.728+03:00,   0.100E+01,  16500.00,   7.50000
  16600,2020-11-01T17:43:37.751+03:00,   0.100E+01,  16600.00,   7.53125
  16700,2020-11-01T17:43:37.775+03:00,   0.100E+01,  16700.00,   7.59375
  16800,2020-11-01T17:43:37.796+03:00,   0.100E+01,  16800.00,   7.62500
  16900,2020-11-01T17:43:37.819+03:00,   0.100E+01,  16900.00,   7.67188
  17000,2020-11-01T17:43:37.841+03:00,   0.100E+01,  17000.00,   7.70312
  17100,2020-11-01T17:43:37.863+03:00,   0.100E+01,  17100.00,   7.73438
  17200,2020-11-01T17:43:37.887+03:00,   0.100E+01,  17200.00,   7.79688
  17300,2020-11-01T17:43:37.909+03:00,   0.100E+01,  17300.00,   7.82812
  17400,2020-11-01T17:43:37.931+03:00,   0.100E+01,  17400.00,   7.89062
  17500,2020-11-01T17:43:37.953+03:00,   0.100E+01,  17500.00,   7.92188
  17600,2020-11-01T17:43:37.976+03:00,   0.100E+01,  17600.00,   7.98438
  17700,2020-11-01T17:43:37.998+03:00,   0.100E+01,  17700.00,   8.01562
  17800,2020-11-01T17:43:38.021+03:00,   0.100E+01,  17800.00,   8.07812
  17900,2020-11-01T17:43:38.043+03:00,   0.100E+01,  17900.00,   8.10938
  18000,2020-11-01T17:43:38.064+03:00,   0.100E+01,  18000.00,   8.14062
  18100,2020-11-01T17:43:38.091+03:00,   0.100E+01,  18100.00,   8.18750
  18200,2020-11-01T17:43:38.113+03:00,   0.100E+01,  18200.00,   8.25000
  18300,2020-11-01T17:43:38.136+03:00,   0.100E+01,  18300.00,   8.28125
  18400,2020-11-01T17:43:38.158+03:00,   0.100E+01,  18400.00,   8.31250
  18500,2020-11-01T17:43:38.181+03:00,   0.100E+01,  18500.00,   8.37500
  18600,2020-11-01T17:43:38.204+03:00,   0.100E+01,  18600.00,   8.40625
  18700,2020-11-01T17:43:38.226+03:00,   0.100E+01,  18700.00,   8.46875
  18800,2020-11-01T17:43:38.248+03:00,   0.100E+01,  18800.00,   8.50000
  18900,2020-11-01T17:43:38.271+03:00,   0.100E+01,  18900.00,   8.54688
  19000,2020-11-01T17:43:38.294+03:00,   0.100E+01,  19000.00,   8.57812
  19100,2020-11-01T17:43:38.316+03:00,   0.100E+01,  19100.00,   8.60938
  19200,2020-11-01T17:43:38.339+03:00,   0.100E+01,  19200.00,   8.64062
  19300,2020-11-01T17:43:38.361+03:00,   0.100E+01,  19300.00,   8.67188
  19400,2020-11-01T17:43:38.383+03:00,   0.100E+01,  19400.00,   8.73438
  19500,2020-11-01T17:43:38.413+03:00,   0.100E+01,  19500.00,   8.76562
  19600,2020-11-01T17:43:38.438+03:00,   0.100E+01,  19600.00,   8.79688
  19700,2020-11-01T17:43:38.459+03:00,   0.100E+01,  19700.00,   8.85938
  19800,2020-11-01T17:43:38.481+03:00,   0.100E+01,  19800.00,   8.89062
  19900,2020-11-01T17:43:38.504+03:00,   0.100E+01,  19900.00,   8.93750
  20000,2020-11-01T17:43:38.525+03:00,   0.100E+01,  20000.00,   8.96875
  20100,2020-11-01T17:43:38.547+03:00,   0.100E+01,  20100.00,   9.00000
  20200,2020-11-01T17:43:38.570+03:00,   0.100E+01,  20200.00,   9.06250
  20300,2020-11-01T17:43:38.592+03:00,   0.100E+01,  20300.00,   9.09375
  20400,2020-11-01T17:43:38.614+03:00,   0.100E+01,  20400.00,   9.15625
  20500,2020-11-01T17:43:38.638+03:00,   0.100E+01,  20500.00,   9.18750
  20600,2020-11-01T17:43:38.660+03:00,   0.100E+01,  20600.00,   9.21875
  20700,2020-11-01T17:43:38.683+03:00,   0.100E+01,  20700.00,   9.28125
  20800,2020-11-01T17:43:38.708+03:00,   0.100E+01,  20800.00,   9.34375
  20900,2020-11-01T17:43:38.731+03:00,   0.100E+01,  20900.00,   9.37500
  21000,2020-11-01T17:43:38.755+03:00,   0.100E+01,  21000.00,   9.43750
  21100,2020-11-01T17:43:38.779+03:00,   0.100E+01,  21100.00,   9.46875
  21200,2020-11-01T17:43:38.802+03:00,   0.100E+01,  21200.00,   9.51562
  21300,2020-11-01T17:43:38.825+03:00,   0.100E+01,  21300.00,   9.54688
  21400,2020-11-01T17:43:38.848+03:00,   0.100E+01,  21400.00,   9.60938
  21500,2020-11-01T17:43:38.872+03:00,   0.100E+01,  21500.00,   9.64062
  21600,2020-11-01T17:43:38.895+03:00,   0.100E+01,  21600.00,   9.70312
  21700,2020-11-01T17:43:38.919+03:00,   0.100E+01,  21700.00,   9.73438
  21800,2020-11-01T17:43:38.942+03:00,   0.100E+01,  21800.00,   9.76562
  21900,2020-11-01T17:43:38.964+03:00,   0.100E+01,  21900.00,   9.79688
  22000,2020-11-01T17:43:38.988+03:00,   0.100E+01,  22000.00,   9.82812
  22100,2020-11-01T17:43:39.010+03:00,   0.100E+01,  22100.00,   9.89062
  22200,2020-11-01T17:43:39.032+03:00,   0.100E+01,  22200.00,   9.92188
  22300,2020-11-01T17:43:39.057+03:00,   0.100E+01,  22300.00,   9.93750
  22400,2020-11-01T17:43:39.079+03:00,   0.100E+01,  22400.00,   9.96875
  22500,2020-11-01T17:43:39.102+03:00,   0.100E+01,  22500.00,  10.03125
  22600,2020-11-01T17:43:39.125+03:00,   0.100E+01,  22600.00,  10.06250
  22700,2020-11-01T17:43:39.148+03:00,   0.100E+01,  22700.00,  10.12500
  22800,2020-11-01T17:43:39.172+03:00,   0.100E+01,  22800.00,  10.15625
  22900,2020-11-01T17:43:39.195+03:00,   0.100E+01,  22900.00,  10.21875
  23000,2020-11-01T17:43:39.218+03:00,   0.100E+01,  23000.00,  10.25000
  23100,2020-11-01T17:43:39.241+03:00,   0.100E+01,  23100.00,  10.31250
  23200,2020-11-01T17:43:39.263+03:00,   0.100E+01,  23200.00,  10.34375
  23300,2020-11-01T17:43:39.287+03:00,   0.100E+01,  23300.00,  10.39062
  23400,2020-11-01T17:43:39.310+03:00,   0.100E+01,  23400.00,  10.39062
  23500,2020-11-01T17:43:39.332+03:00,   0.100E+01,  23500.00,  10.45312
  23600,2020-11-01T17:43:39.356+03:00,   0.100E+01,  23600.00,  10.48438
  23700,2020-11-01T17:43:39.379+03:00,   0.100E+01,  23700.00,  10.53125
  23800,2020-11-01T17:43:39.402+03:00,   0.100E+01,  23800.00,  10.56250
  23900,2020-11-01T17:43:39.425+03:00,   0.100E+01,  23900.00,  10.59375
  24000,2020-11-01T17:43:39.449+03:00,   0.100E+01,  24000.00,  10.65625
  24100,2020-11-01T17:43:39.473+03:00,   0.100E+01,  24100.00,  10.71875
  24200,2020-11-01T17:43:39.495+03:00,   0.100E+01,  24200.00,  10.75000
  24300,2020-11-01T17:43:39.519+03:00,   0.100E+01,  24300.00,  10.76562
  24400,2020-11-01T17:43:39.542+03:00,   0.100E+01,  24400.00,  10.81250
  24500,2020-11-01T17:43:39.564+03:00,   0.100E+01,  24500.00,  10.82812
  24600,2020-11-01T17:43:39.588+03:00,   0.100E+01,  24600.00,  10.89062
  24700,2020-11-01T17:43:39.611+03:00,   0.100E+01,  24700.00,  10.92188
  24800,2020-11-01T17:43:39.633+03:00,   0.100E+01,  24800.00,  10.98438
  24900,2020-11-01T17:43:39.657+03:00,   0.100E+01,  24900.00,  11.01562
  25000,2020-11-01T17:43:39.681+03:00,   0.100E+01,  25000.00,  11.07812
  25100,2020-11-01T17:43:39.705+03:00,   0.100E+01,  25100.00,  11.10938
  25200,2020-11-01T17:43:39.728+03:00,   0.100E+01,  25200.00,  11.17188
  25300,2020-11-01T17:43:39.751+03:00,   0.100E+01,  25300.00,  11.20312
  25400,2020-11-01T17:43:39.775+03:00,   0.100E+01,  25400.00,  11.26562
  25500,2020-11-01T17:43:39.797+03:00,   0.100E+01,  25500.00,  11.29688
  25600,2020-11-01T17:43:39.821+03:00,   0.100E+01,  25600.00,  11.35938
  25700,2020-11-01T17:43:39.844+03:00,   0.100E+01,  25700.00,  11.39062
  25800,2020-11-01T17:43:39.867+03:00,   0.100E+01,  25800.00,  11.45312
  25900,2020-11-01T17:43:39.892+03:00,   0.100E+01,  25900.00,  11.48438
  26000,2020-11-01T17:43:39.915+03:00,   0.100E+01,  26000.00,  11.53125
  26100,2020-11-01T17:43:39.939+03:00,   0.100E+01,  26100.00,  11.56250
  26200,2020-11-01T17:43:39.961+03:00,   0.100E+01,  26200.00,  11.62500
  26300,2020-11-01T17:43:39.984+03:00,   0.100E+01,  26300.00,  11.65625
  26400,2020-11-01T17:43:40.006+03:00,   0.100E+01,  26400.00,  11.70312
  26500,2020-11-01T17:43:40.029+03:00,   0.100E+01,  26500.00,  11.73438
  26600,2020-11-01T17:43:40.053+03:00,   0.100E+01,  26600.00,  11.76562
  26700,2020-11-01T17:43:40.076+03:00,   0.100E+01,  26700.00,  11.79688
  26800,2020-11-01T17:43:40.098+03:00,   0.100E+01,  26800.00,  11.85938
  26900,2020-11-01T17:43:40.122+03:00,   0.100E+01,  26900.00,  11.89062
  27000,2020-11-01T17:43:40.148+03:00,   0.100E+01,  27000.00,  11.95312
  27100,2020-11-01T17:43:40.177+03:00,   0.100E+01,  27100.00,  12.00000
  27200,2020-11-01T17:43:40.199+03:00,   0.100E+01,  27200.00,  12.03125
  27300,2020-11-01T17:43:40.223+03:00,   0.100E+01,  27300.00,  12.09375
  27400,2020-11-01T17:43:40.245+03:00,   0.100E+01,  27400.00,  12.12500
  27500,2020-11-01T17:43:40.269+03:00,   0.100E+01,  27500.00,  12.15625
  27600,2020-11-01T17:43:40.291+03:00,   0.100E+01,  27600.00,  12.18750
  27700,2020-11-01T17:43:40.314+03:00,   0.100E+01,  27700.00,  12.18750
  27800,2020-11-01T17:43:40.338+03:00,   0.100E+01,  27800.00,  12.25000
  27900,2020-11-01T17:43:40.360+03:00,   0.100E+01,  27900.00,  12.28125
  28000,2020-11-01T17:43:40.384+03:00,   0.100E+01,  28000.00,  12.34375
  28100,2020-11-01T17:43:40.408+03:00,   0.100E+01,  28100.00,  12.37500
  28200,2020-11-01T17:43:40.430+03:00,   0.100E+01,  28200.00,  12.43750
  28300,2020-11-01T17:43:40.455+03:00,   0.100E+01,  28300.00,  12.46875
  28400,2020-11-01T17:43:40.478+03:00,   0.100E+01,  28400.00,  12.53125
  28500,2020-11-01T17:43:40.501+03:00,   0.100E+01,  28500.00,  12.56250
  28600,2020-11-01T17:43:40.524+03:00,   0.100E+01,  28600.00,  12.62500
  28700,2020-11-01T17:43:40.547+03:00,   0.100E+01,  28700.00,  12.64062
  28800,2020-11-01T17:43:40.571+03:00,   0.100E+01,  28800.00,  12.67188
  28900,2020-11-01T17:43:40.595+03:00,   0.100E+01,  28900.00,  12.70312
  29000,2020-11-01T17:43:40.620+03:00,   0.100E+01,  29000.00,  12.76562
  29100,2020-11-01T17:43:40.642+03:00,   0.100E+01,  29100.00,  12.79688
  29200,2020-11-01T17:43:40.666+03:00,   0.100E+01,  29200.00,  12.85938
  29300,2020-11-01T17:43:40.690+03:00,   0.100E+01,  29300.00,  12.89062
  29400,2020-11-01T17:43:40.713+03:00,   0.100E+01,  29400.00,  12.95312
  29500,2020-11-01T17:43:40.736+03:00,   0.100E+01,  29500.00,  12.98438
  29600,2020-11-01T17:43:40.759+03:00,   0.100E+01,  29600.00,  13.04688
  29700,2020-11-01T17:43:40.783+03:00,   0.100E+01,  29700.00,  13.07812
  29800,2020-11-01T17:43:40.806+03:00,   0.100E+01,  29800.00,  13.14062
  29900,2020-11-01T17:43:40.829+03:00,   0.100E+01,  29900.00,  13.17188
  30000,2020-11-01T17:43:40.853+03:00,   0.100E+01,  30000.00,  13.23438
  30100,2020-11-01T17:43:40.876+03:00,   0.100E+01,  30100.00,  13.26562
  30200,2020-11-01T17:43:40.899+03:00,   0.100E+01,  30200.00,  13.32812
  30300,2020-11-01T17:43:40.922+03:00,   0.100E+01,  30300.00,  13.35938
  30400,2020-11-01T17:43:40.946+03:00,   0.100E+01,  30400.00,  13.42188
  30500,2020-11-01T17:43:40.969+03:00,   0.100E+01,  30500.00,  13.45312
  30600,2020-11-01T17:43:40.992+03:00,   0.100E+01,  30600.00,  13.51562
  30700,2020-11-01T17:43:41.016+03:00,   0.100E+01,  30700.00,  13.53125
