,,s,s,s
Time Step,Wall Time,Step Size,Simulation Time,CPU Time
 377900,2020-11-01T17:44:59.670+03:00,   0.100E+01, 377900.00, 161.81250
 378000,2020-11-01T17:44:59.693+03:00,   0.100E+01, 378000.00, 161.87500
 378100,2020-11-01T17:44:59.715+03:00,   0.100E+01, 378100.00, 161.87500
 378200,2020-11-01T17:44:59.738+03:00,   0.100E+01, 378200.00, 161.93750
 378300,2020-11-01T17:44:59.761+03:00,   0.100E+01, 378300.00, 161.96875
 378400,2020-11-01T17:44:59.783+03:00,   0.100E+01, 378400.00, 162.00000
 378500,2020-11-01T17:44:59.806+03:00,   0.100E+01, 378500.00, 162.06250
 378600,2020-11-01T17:44:59.829+03:00,   0.100E+01, 378600.00, 162.09375
 378700,2020-11-01T17:44:59.851+03:00,   0.100E+01, 378700.00, 162.15625
 378800,2020-11-01T17:44:59.876+03:00,   0.100E+01, 378800.00, 162.18750
 378900,2020-11-01T17:44:59.897+03:00,   0.100E+01, 378900.00, 162.25000
 379000,2020-11-01T17:44:59.920+03:00,   0.100E+01, 379000.00, 162.28125
 379100,2020-11-01T17:44:59.942+03:00,   0.100E+01, 379100.00, 162.32812
 379200,2020-11-01T17:44:59.964+03:00,   0.100E+01, 379200.00, 162.32812
 379300,2020-11-01T17:44:59.987+03:00,   0.100E+01, 379300.00, 162.35938
 379400,2020-11-01T17:45:00.012+03:00,   0.100E+01, 379400.00, 162.42188
 379500,2020-11-01T17:45:00.035+03:00,   0.100E+01, 379500.00, 162.45312
 379600,2020-11-01T17:45:00.058+03:00,   0.100E+01, 379600.00, 162.50000
 379700,2020-11-01T17:45:00.080+03:00,   0.100E+01, 379700.00, 162.53125
 379800,2020-11-01T17:45:00.101+03:00,   0.100E+01, 379800.00, 162.59375
 379900,2020-11-01T17:45:00.123+03:00,   0.100E+01, 379900.00, 162.62500
 380000,2020-11-01T17:45:00.146+03:00,   0.100E+01, 380000.00, 162.68750
 380100,2020-11-01T17:45:00.168+03:00,   0.100E+01, 380100.00, 162.71875
 380200,2020-11-01T17:45:00.190+03:00,   0.100E+01, 380200.00, 162.75000
 380300,2020-11-01T17:45:00.213+03:00,   0.100E+01, 380300.00, 162.81250
 380400,2020-11-01T17:45:00.235+03:00,   0.100E+01, 380400.00, 162.84375
 380500,2020-11-01T17:45:00.257+03:00,   0.100E+01, 380500.00, 162.90625
 380600,2020-11-01T17:45:00.279+03:00,   0.100E+01, 380600.00, 162.93750
 380700,2020-11-01T17:45:00.302+03:00,   0.100E+01, 380700.00, 163.00000
 380800,2020-11-01T17:45:00.324+03:00,   0.100E+01, 380800.00, 163.03125
 380900,2020-11-01T17:45:00.346+03:00,   0.100E+01, 380900.00, 163.06250
 381000,2020-11-01T17:45:00.368+03:00,   0.100E+01, 381000.00, 163.12500
 381100,2020-11-01T17:45:00.390+03:00,   0.100E+01, 381100.00, 163.15625
 381200,2020-11-01T17:45:00.413+03:00,   0.100E+01, 381200.00, 163.21875
 381300,2020-11-01T17:45:00.435+03:00,   0.100E+01, 381300.00, 163.25000
 381400,2020-11-01T17:45:00.458+03:00,   0.100E+01, 381400.00, 163.29688
 381500,2020-11-01T17:45:00.480+03:00,   0.100E+01, 381500.00, 163.29688
 381600,2020-11-01T17:45:00.503+03:00,   0.100E+01, 381600.00, 163.32812
 381700,2020-11-01T17:45:00.526+03:00,   0.100E+01, 381700.00, 163.39062
 381800,2020-11-01T17:45:00.548+03:00,   0.100E+01, 381800.00, 163.42188
 381900,2020-11-01T17:45:00.570+03:00,   0.100E+01, 381900.00, 163.48438
 382000,2020-11-01T17:45:00.595+03:00,   0.100E+01, 382000.00, 163.51562
 382100,2020-11-01T17:45:00.618+03:00,   0.100E+01, 382100.00, 163.57812
 382200,2020-11-01T17:45:00.641+03:00,   0.100E+01, 382200.00, 163.60938
 382300,2020-11-01T17:45:00.665+03:00,   0.100E+01, 382300.00, 163.67188
 382400,2020-11-01T17:45:00.688+03:00,   0.100E+01, 382400.00, 163.70312
 382500,2020-11-01T17:45:00.712+03:00,   0.100E+01, 382500.00, 163.75000
 382600,2020-11-01T17:45:00.737+03:00,   0.100E+01, 382600.00, 163.78125
 382700,2020-11-01T17:45:00.762+03:00,   0.100E+01, 382700.00, 163.84375
 382800,2020-11-01T17:45:00.788+03:00,   0.100E+01, 382800.00, 163.90625
 382900,2020-11-01T17:45:00.814+03:00,   0.100E+01, 382900.00, 163.93750
 383000,2020-11-01T17:45:00.837+03:00,   0.100E+01, 383000.00, 164.00000
 383100,2020-11-01T17:45:00.919+03:00,   0.100E+01, 383100.00, 164.04688
 383200,2020-11-01T17:45:00.956+03:00,   0.100E+01, 383200.00, 164.10938
 383300,2020-11-01T17:45:00.981+03:00,   0.100E+01, 383300.00, 164.15625
 383400,2020-11-01T17:45:01.004+03:00,   0.100E+01, 383400.00, 164.21875
 383500,2020-11-01T17:45:01.028+03:00,   0.100E+01, 383500.00, 164.25000
 383600,2020-11-01T17:45:01.051+03:00,   0.100E+01, 383600.00, 164.31250
 383700,2020-11-01T17:45:01.076+03:00,   0.100E+01, 383700.00, 164.34375
 383800,2020-11-01T17:45:01.098+03:00,   0.100E+01, 383800.00, 164.40625
 383900,2020-11-01T17:45:01.120+03:00,   0.100E+01, 383900.00, 164.43750
 384000,2020-11-01T17:45:01.143+03:00,   0.100E+01, 384000.00, 164.46875
 384100,2020-11-01T17:45:01.165+03:00,   0.100E+01, 384100.00, 164.53125
 384200,2020-11-01T17:45:01.187+03:00,   0.100E+01, 384200.00, 164.56250
 384300,2020-11-01T17:45:01.210+03:00,   0.100E+01, 384300.00, 164.60938
 384400,2020-11-01T17:45:01.232+03:00,   0.100E+01, 384400.00, 164.64062
 384500,2020-11-01T17:45:01.254+03:00,   0.100E+01, 384500.00, 164.70312
 384600,2020-11-01T17:45:01.276+03:00,   0.100E+01, 384600.00, 164.73438
 384700,2020-11-01T17:45:01.298+03:00,   0.100E+01, 384700.00, 164.76562
 384800,2020-11-01T17:45:01.321+03:00,   0.100E+01, 384800.00, 164.81250
 384900,2020-11-01T17:45:01.343+03:00,   0.100E+01, 384900.00, 164.84375
 385000,2020-11-01T17:45:01.367+03:00,   0.100E+01, 385000.00, 164.89062
 385100,2020-11-01T17:45:01.389+03:00,   0.100E+01, 385100.00, 164.92188
 385200,2020-11-01T17:45:01.413+03:00,   0.100E+01, 385200.00, 164.98438
 385300,2020-11-01T17:45:01.436+03:00,   0.100E+01, 385300.00, 165.01562
 385400,2020-11-01T17:45:01.462+03:00,   0.100E+01, 385400.00, 165.01562
 385500,2020-11-01T17:45:01.485+03:00,   0.100E+01, 385500.00, 165.03125
 385600,2020-11-01T17:45:01.510+03:00,   0.100E+01, 385600.00, 165.09375
 385700,2020-11-01T17:45:01.533+03:00,   0.100E+01, 385700.00, 165.12500
 385800,2020-11-01T17:45:01.558+03:00,   0.100E+01, 385800.00, 165.18750
 385900,2020-11-01T17:45:01.581+03:00,   0.100E+01, 385900.00, 165.21875
 386000,2020-11-01T17:45:01.609+03:00,   0.100E+01, 386000.00, 165.28125
 386100,2020-11-01T17:45:01.630+03:00,   0.100E+01, 386100.00, 165.34375
 386200,2020-11-01T17:45:01.652+03:00,   0.100E+01, 386200.00, 165.37500
 386300,2020-11-01T17:45:01.675+03:00,   0.100E+01, 386300.00, 165.40625
 386400,2020-11-01T17:45:01.697+03:00,   0.100E+01, 386400.00, 165.46875
 386500,2020-11-01T17:45:01.719+03:00,   0.100E+01, 386500.00, 165.46875
 386600,2020-11-01T17:45:01.741+03:00,   0.100E+01, 386600.00, 165.53125
 386700,2020-11-01T17:45:01.764+03:00,   0.100E+01, 386700.00, 165.56250
 386800,2020-11-01T17:45:01.787+03:00,   0.100E+01, 386800.00, 165.62500
 386900,2020-11-01T17:45:01.810+03:00,   0.100E+01, 386900.00, 165.65625
 387000,2020-11-01T17:45:01.832+03:00,   0.100E+01, 387000.00, 165.68750
 387100,2020-11-01T17:45:01.855+03:00,   0.100E+01, 387100.00, 165.71875
 387200,2020-11-01T17:45:01.877+03:00,   0.100E+01, 387200.00, 165.75000
 387300,2020-11-01T17:45:01.899+03:00,   0.100E+01, 387300.00, 165.81250
 387400,2020-11-01T17:45:01.921+03:00,   0.100E+01, 387400.00, 165.84375
 387500,2020-11-01T17:45:01.944+03:00,   0.100E+01, 387500.00, 165.90625
 387600,2020-11-01T17:45:01.966+03:00,   0.100E+01, 387600.00, 165.93750
 387700,2020-11-01T17:45:01.989+03:00,   0.100E+01, 387700.00, 165.98438
 387800,2020-11-01T17:45:02.011+03:00,   0.100E+01, 387800.00, 166.01562
 387900,2020-11-01T17:45:02.033+03:00,   0.100E+01, 387900.00, 166.04688
 388000,2020-11-01T17:45:02.055+03:00,   0.100E+01, 388000.00, 166.10938
 388100,2020-11-01T17:45:02.079+03:00,   0.100E+01, 388100.00, 166.14062
 388200,2020-11-01T17:45:02.100+03:00,   0.100E+01, 388200.00, 166.20312
 388300,2020-11-01T17:45:02.123+03:00,   0.100E+01, 388300.00, 166.23438
 388400,2020-11-01T17:45:02.146+03:00,   0.100E+01, 388400.00, 166.29688
 388500,2020-11-01T17:45:02.167+03:00,   0.100E+01, 388500.00, 166.32812
 388600,2020-11-01T17:45:02.189+03:00,   0.100E+01, 388600.00, 166.35938
 388700,2020-11-01T17:45:02.211+03:00,   0.100E+01, 388700.00, 166.42188
 388800,2020-11-01T17:45:02.233+03:00,   0.100E+01, 388800.00, 166.45312
 388900,2020-11-01T17:45:02.256+03:00,   0.100E+01, 388900.00, 166.50000
 389000,2020-11-01T17:45:02.279+03:00,   0.100E+01, 389000.00, 166.53125
 389100,2020-11-01T17:45:02.300+03:00,   0.100E+01, 389100.00, 166.56250
 389200,2020-11-01T17:45:02.324+03:00,   0.100E+01, 389200.00, 166.62500
 389300,2020-11-01T17:45:02.346+03:00,   0.100E+01, 389300.00, 166.65625
 389400,2020-11-01T17:45:02.368+03:00,   0.100E+01, 389400.00, 166.71875
 389500,2020-11-01T17:45:02.391+03:00,   0.100E+01, 389500.00, 166.75000
 389600,2020-11-01T17:45:02.413+03:00,   0.100E+01, 389600.00, 166.81250
 389700,2020-11-01T17:45:02.435+03:00,   0.100E+01, 389700.00, 166.84375
 389800,2020-11-01T17:45:02.459+03:00,   0.100E+01, 389800.00, 166.89062
 389900,2020-11-01T17:45:02.481+03:00,   0.100E+01, 389900.00, 166.92188
 390000,2020-11-01T17:45:02.503+03:00,   0.100E+01, 390000.00, 166.95312
 390100,2020-11-01T17:45:02.526+03:00,   0.100E+01, 390100.00, 167.01562
 390200,2020-11-01T17:45:02.549+03:00,   0.100E+01, 390200.00, 167.04688
 390300,2020-11-01T17:45:02.570+03:00,   0.100E+01, 390300.00, 167.10938
 390400,2020-11-01T17:45:02.595+03:00,   0.100E+01, 390400.00, 167.14062
 390500,2020-11-01T17:45:02.619+03:00,   0.100E+01, 390500.00, 167.20312
 390600,2020-11-01T17:45:02.641+03:00,   0.100E+01, 390600.00, 167.23438
 390700,2020-11-01T17:45:02.664+03:00,   0.100E+01, 390700.00, 167.29688
 390800,2020-11-01T17:45:02.686+03:00,   0.100E+01, 390800.00, 167.32812
 390900,2020-11-01T17:45:02.709+03:00,   0.100E+01, 390900.00, 167.39062
 391000,2020-11-01T17:45:02.731+03:00,   0.100E+01, 391000.00, 167.42188
 391100,2020-11-01T17:45:02.753+03:00,   0.100E+01, 391100.00, 167.45312
 391200,2020-11-01T17:45:02.776+03:00,   0.100E+01, 391200.00, 167.51562
 391300,2020-11-01T17:45:02.799+03:00,   0.100E+01, 391300.00, 167.54688
 391400,2020-11-01T17:45:02.821+03:00,   0.100E+01, 391400.00, 167.60938
 391500,2020-11-01T17:45:02.845+03:00,   0.100E+01, 391500.00, 167.64062
 391600,2020-11-01T17:45:02.867+03:00,   0.100E+01, 391600.00, 167.70312
 391700,2020-11-01T17:45:02.890+03:00,   0.100E+01, 391700.00, 167.73438
 391800,2020-11-01T17:45:02.913+03:00,   0.100E+01, 391800.00, 167.79688
 391900,2020-11-01T17:45:02.935+03:00,   0.100E+01, 391900.00, 167.82812
 392000,2020-11-01T17:45:02.958+03:00,   0.100E+01, 392000.00, 167.87500
 392100,2020-11-01T17:45:02.981+03:00,   0.100E+01, 392100.00, 167.90625
 392200,2020-11-01T17:45:03.003+03:00,   0.100E+01, 392200.00, 167.93750
 392300,2020-11-01T17:45:03.025+03:00,   0.100E+01, 392300.00, 168.00000
 392400,2020-11-01T17:45:03.047+03:00,   0.100E+01, 392400.00, 168.00000
 392500,2020-11-01T17:45:03.069+03:00,   0.100E+01, 392500.00, 168.06250
 392600,2020-11-01T17:45:03.092+03:00,   0.100E+01, 392600.00, 168.09375
 392700,2020-11-01T17:45:03.116+03:00,   0.100E+01, 392700.00, 168.15625
 392800,2020-11-01T17:45:03.137+03:00,   0.100E+01, 392800.00, 168.18750
 392900,2020-11-01T17:45:03.161+03:00,   0.100E+01, 392900.00, 168.25000
 393000,2020-11-01T17:45:03.182+03:00,   0.100E+01, 393000.00, 168.28125
 393100,2020-11-01T17:45:03.207+03:00,   0.100E+01, 393100.00, 168.32812
 393200,2020-11-01T17:45:03.229+03:00,   0.100E+01, 393200.00, 168.35938
 393300,2020-11-01T17:45:03.252+03:00,   0.100E+01, 393300.00, 168.39062
 393400,2020-11-01T17:45:03.275+03:00,   0.100E+01, 393400.00, 168.45312
 393500,2020-11-01T17:45:03.296+03:00,   0.100E+01, 393500.00, 168.48438
 393600,2020-11-01T17:45:03.318+03:00,   0.100E+01, 393600.00, 168.54688
 393700,2020-11-01T17:45:03.341+03:00,   0.100E+01, 393700.00, 168.57812
 393800,2020-11-01T17:45:03.363+03:00,   0.100E+01, 393800.00, 168.64062
 393900,2020-11-01T17:45:03.384+03:00,   0.100E+01, 393900.00, 168.67188
 394000,2020-11-01T17:45:03.407+03:00,   0.100E+01, 394000.00, 168.70312
 394100,2020-11-01T17:45:03.429+03:00,   0.100E+01, 394100.00, 168.76562
 394200,2020-11-01T17:45:03.451+03:00,   0.100E+01, 394200.00, 168.76562
 394300,2020-11-01T17:45:03.475+03:00,   0.100E+01, 394300.00, 168.82812
 394400,2020-11-01T17:45:03.497+03:00,   0.100E+01, 394400.00, 168.85938
 394500,2020-11-01T17:45:03.519+03:00,   0.100E+01, 394500.00, 168.89062
 394600,2020-11-01T17:45:03.542+03:00,   0.100E+01, 394600.00, 168.95312
 394700,2020-11-01T17:45:03.563+03:00,   0.100E+01, 394700.00, 168.98438
 394800,2020-11-01T17:45:03.585+03:00,   0.100E+01, 394800.00, 169.04688
 394900,2020-11-01T17:45:03.609+03:00,   0.100E+01, 394900.00, 169.07812
 395000,2020-11-01T17:45:03.631+03:00,   0.100E+01, 395000.00, 169.14062
 395100,2020-11-01T17:45:03.653+03:00,   0.100E+01, 395100.00, 169.17188
 395200,2020-11-01T17:45:03.677+03:00,   0.100E+01, 395200.00, 169.23438
 395300,2020-11-01T17:45:03.698+03:00,   0.100E+01, 395300.00, 169.26562
 395400,2020-11-01T17:45:03.720+03:00,   0.100E+01, 395400.00, 169.28125
 395500,2020-11-01T17:45:03.743+03:00,   0.100E+01, 395500.00, 169.34375
 395600,2020-11-01T17:45:03.765+03:00,   0.100E+01, 395600.00, 169.37500
 395700,2020-11-01T17:45:03.788+03:00,   0.100E+01, 395700.00, 169.43750
 395800,2020-11-01T17:45:03.811+03:00,   0.100E+01, 395800.00, 169.46875
 395900,2020-11-01T17:45:03.832+03:00,   0.100E+01, 395900.00, 169.53125
 396000,2020-11-01T17:45:03.854+03:00,   0.100E+01, 396000.00, 169.56250
 396100,2020-11-01T17:45:03.877+03:00,   0.100E+01, 396100.00, 169.59375
 396200,2020-11-01T17:45:03.899+03:00,   0.100E+01, 396200.00, 169.65625
 396300,2020-11-01T17:45:03.921+03:00,   0.100E+01, 396300.00, 169.68750
 396400,2020-11-01T17:45:03.944+03:00,   0.100E+01, 396400.00, 169.75000
 396500,2020-11-01T17:45:03.966+03:00,   0.100E+01, 396500.00, 169.76562
 396600,2020-11-01T17:45:03.988+03:00,   0.100E+01, 396600.00, 169.79688
 396700,2020-11-01T17:45:04.011+03:00,   0.100E+01, 396700.00, 169.85938
 396800,2020-11-01T17:45:04.033+03:00,   0.100E+01, 396800.00, 169.89062
 396900,2020-11-01T17:45:04.056+03:00,   0.100E+01, 396900.00, 169.95312
 397000,2020-11-01T17:45:04.079+03:00,   0.100E+01, 397000.00, 169.98438
 397100,2020-11-01T17:45:04.100+03:00,   0.100E+01, 397100.00, 170.04688
 397200,2020-11-01T17:45:04.122+03:00,   0.100E+01, 397200.00, 170.07812
 397300,2020-11-01T17:45:04.146+03:00,   0.100E+01, 397300.00, 170.14062
 397400,2020-11-01T17:45:04.167+03:00,   0.100E+01, 397400.00, 170.17188
 397500,2020-11-01T17:45:04.189+03:00,   0.100E+01, 397500.00, 170.20312
 397600,2020-11-01T17:45:04.213+03:00,   0.100E+01, 397600.00, 170.26562
 397700,2020-11-01T17:45:04.235+03:00,   0.100E+01, 397700.00, 170.28125
 397800,2020-11-01T17:45:04.258+03:00,   0.100E+01, 397800.00, 170.34375
 397900,2020-11-01T17:45:04.281+03:00,   0.100E+01, 397900.00, 170.37500
 398000,2020-11-01T17:45:04.302+03:00,   0.100E+01, 398000.00, 170.43750
 398100,2020-11-01T17:45:04.325+03:00,   0.100E+01, 398100.00, 170.46875
 398200,2020-11-01T17:45:04.347+03:00,   0.100E+01, 398200.00, 170.50000
 398300,2020-11-01T17:45:04.369+03:00,   0.100E+01, 398300.00, 170.56250
 398400,2020-11-01T17:45:04.391+03:00,   0.100E+01, 398400.00, 170.59375
 398500,2020-11-01T17:45:04.416+03:00,   0.100E+01, 398500.00, 170.62500
 398600,2020-11-01T17:45:04.437+03:00,   0.100E+01, 398600.00, 170.65625
 398700,2020-11-01T17:45:04.460+03:00,   0.100E+01, 398700.00, 170.68750
 398800,2020-11-01T17:45:04.483+03:00,   0.100E+01, 398800.00, 170.71875
 398900,2020-11-01T17:45:04.505+03:00,   0.100E+01, 398900.00, 170.78125
 399000,2020-11-01T17:45:04.528+03:00,   0.100E+01, 399000.00, 170.81250
 399100,2020-11-01T17:45:04.550+03:00,   0.100E+01, 399100.00, 170.84375
 399200,2020-11-01T17:45:04.571+03:00,   0.100E+01, 399200.00, 170.90625
 399300,2020-11-01T17:45:04.595+03:00,   0.100E+01, 399300.00, 170.93750
 399400,2020-11-01T17:45:04.618+03:00,   0.100E+01, 399400.00, 171.00000
 399500,2020-11-01T17:45:04.641+03:00,   0.100E+01, 399500.00, 171.03125
 399600,2020-11-01T17:45:04.663+03:00,   0.100E+01, 399600.00, 171.09375
 399700,2020-11-01T17:45:04.685+03:00,   0.100E+01, 399700.00, 171.12500
 399800,2020-11-01T17:45:04.708+03:00,   0.100E+01, 399800.00, 171.18750
 399900,2020-11-01T17:45:04.730+03:00,   0.100E+01, 399900.00, 171.21875
 400000,2020-11-01T17:45:04.751+03:00,   0.100E+01, 400000.00, 171.25000
 400100,2020-11-01T17:45:04.775+03:00,   0.100E+01, 400100.00, 171.31250
 400200,2020-11-01T17:45:04.797+03:00,   0.100E+01, 400200.00, 171.34375
 400300,2020-11-01T17:45:04.819+03:00,   0.100E+01, 400300.00, 171.40625
 400400,2020-11-01T17:45:04.842+03:00,   0.100E+01, 400400.00, 171.43750
 400500,2020-11-01T17:45:04.864+03:00,   0.100E+01, 400500.00, 171.50000
 400600,2020-11-01T17:45:04.886+03:00,   0.100E+01, 400600.00, 171.53125
 400700,2020-11-01T17:45:04.909+03:00,   0.100E+01, 400700.00, 171.56250
 400800,2020-11-01T17:45:04.931+03:00,   0.100E+01, 400800.00, 171.62500
 400900,2020-11-01T17:45:04.953+03:00,   0.100E+01, 400900.00, 171.65625
 401000,2020-11-01T17:45:04.976+03:00,   0.100E+01, 401000.00, 171.71875
 401100,2020-11-01T17:45:04.997+03:00,   0.100E+01, 401100.00, 171.75000
 401200,2020-11-01T17:45:05.019+03:00,   0.100E+01, 401200.00, 171.78125
 401300,2020-11-01T17:45:05.042+03:00,   0.100E+01, 401300.00, 171.84375
 401400,2020-11-01T17:45:05.064+03:00,   0.100E+01, 401400.00, 171.87500
 401500,2020-11-01T17:45:05.086+03:00,   0.100E+01, 401500.00, 171.93750
 401600,2020-11-01T17:45:05.108+03:00,   0.100E+01, 401600.00, 171.96875
 401700,2020-11-01T17:45:05.130+03:00,   0.100E+01, 401700.00, 172.03125
 401800,2020-11-01T17:45:05.150+03:00,   0.100E+01, 401800.00, 172.06250
 401900,2020-11-01T17:45:05.172+03:00,   0.100E+01, 401900.00, 172.09375
 402000,2020-11-01T17:45:05.196+03:00,   0.100E+01, 402000.00, 172.15625
 402100,2020-11-01T17:45:05.218+03:00,   0.100E+01, 402100.00, 172.15625
 402200,2020-11-01T17:45:05.241+03:00,   0.100E+01, 402200.00, 172.21875
 402300,2020-11-01T17:45:05.262+03:00,   0.100E+01, 402300.00, 172.25000
 402400,2020-11-01T17:45:05.285+03:00,   0.100E+01, 402400.00, 172.31250
 402500,2020-11-01T17:45:05.306+03:00,   0.100E+01, 402500.00, 172.34375
 402600,2020-11-01T17:45:05.329+03:00,   0.100E+01, 402600.00, 172.37500
 402700,2020-11-01T17:45:05.352+03:00,   0.100E+01, 402700.00, 172.43750
 402800,2020-11-01T17:45:05.373+03:00,   0.100E+01, 402800.00, 172.46875
 402900,2020-11-01T17:45:05.396+03:00,   0.100E+01, 402900.00, 172.53125
 403000,2020-11-01T17:45:05.418+03:00,   0.100E+01, 403000.00, 172.56250
 403100,2020-11-01T17:45:05.439+03:00,   0.100E+01, 403100.00, 172.59375
 403200,2020-11-01T17:45:05.463+03:00,   0.100E+01, 403200.00, 172.62500
 403300,2020-11-01T17:45:05.486+03:00,   0.100E+01, 403300.00, 172.65625
 403400,2020-11-01T17:45:05.508+03:00,   0.100E+01, 403400.00, 172.71875
 403500,2020-11-01T17:45:05.530+03:00,   0.100E+01, 403500.00, 172.75000
 403600,2020-11-01T17:45:05.551+03:00,   0.100E+01, 403600.00, 172.81250
 403700,2020-11-01T17:45:05.574+03:00,   0.100E+01, 403700.00, 172.84375
 403800,2020-11-01T17:45:05.599+03:00,   0.100E+01, 403800.00, 172.89062
 403900,2020-11-01T17:45:05.623+03:00,   0.100E+01, 403900.00, 172.92188
 404000,2020-11-01T17:45:05.646+03:00,   0.100E+01, 404000.00, 172.98438
 404100,2020-11-01T17:45:05.667+03:00,   0.100E+01, 404100.00, 173.01562
 404200,2020-11-01T17:45:05.690+03:00,   0.100E+01, 404200.00, 173.04688
 404300,2020-11-01T17:45:05.713+03:00,   0.100E+01, 404300.00, 173.10938
 404400,2020-11-01T17:45:05.735+03:00,   0.100E+01, 404400.00, 173.14062
 404500,2020-11-01T17:45:05.759+03:00,   0.100E+01, 404500.00, 173.20312
 404600,2020-11-01T17:45:05.781+03:00,   0.100E+01, 404600.00, 173.23438
 404700,2020-11-01T17:45:05.803+03:00,   0.100E+01, 404700.00, 173.29688
 404800,2020-11-01T17:45:05.825+03:00,   0.100E+01, 404800.00, 173.32812
 404900,2020-11-01T17:45:05.848+03:00,   0.100E+01, 404900.00, 173.39062
 405000,2020-11-01T17:45:05.869+03:00,   0.100E+01, 405000.00, 173.42188
 405100,2020-11-01T17:45:05.896+03:00,   0.100E+01, 405100.00, 173.48438
 405200,2020-11-01T17:45:05.918+03:00,   0.100E+01, 405200.00, 173.51562
 405300,2020-11-01T17:45:05.940+03:00,   0.100E+01, 405300.00, 173.54688
 405400,2020-11-01T17:45:05.963+03:00,   0.100E+01, 405400.00, 173.57812
 405500,2020-11-01T17:45:05.985+03:00,   0.100E+01, 405500.00, 173.60938
 405600,2020-11-01T17:45:06.006+03:00,   0.100E+01, 405600.00, 173.67188
 405700,2020-11-01T17:45:06.030+03:00,   0.100E+01, 405700.00, 173.70312
 405800,2020-11-01T17:45:06.052+03:00,   0.100E+01, 405800.00, 173.76562
 405900,2020-11-01T17:45:06.075+03:00,   0.100E+01, 405900.00, 173.79688
 406000,2020-11-01T17:45:06.097+03:00,   0.100E+01, 406000.00, 173.82812
 406100,2020-11-01T17:45:06.119+03:00,   0.100E+01, 406100.00, 173.89062
 406200,2020-11-01T17:45:06.141+03:00,   0.100E+01, 406200.00, 173.92188
 406300,2020-11-01T17:45:06.163+03:00,   0.100E+01, 406300.00, 173.98438
 406400,2020-11-01T17:45:06.185+03:00,   0.100E+01, 406400.00, 174.01562
 406500,2020-11-01T17:45:06.208+03:00,   0.100E+01, 406500.00, 174.04688
 406600,2020-11-01T17:45:06.230+03:00,   0.100E+01, 406600.00, 174.07812
 406700,2020-11-01T17:45:06.253+03:00,   0.100E+01, 406700.00, 174.10938
 406800,2020-11-01T17:45:06.275+03:00,   0.100E+01, 406800.00, 174.17188
 406900,2020-11-01T17:45:06.297+03:00,   0.100E+01, 406900.00, 174.20312
 407000,2020-11-01T17:45:06.320+03:00,   0.100E+01, 407000.00, 174.26562
 407100,2020-11-01T17:45:06.342+03:00,   0.100E+01, 407100.00, 174.29688
 407200,2020-11-01T17:45:06.364+03:00,   0.100E+01, 407200.00, 174.35938
 407300,2020-11-01T17:45:06.387+03:00,   0.100E+01, 407300.00, 174.39062
 407400,2020-11-01T17:45:06.409+03:00,   0.100E+01, 407400.00, 174.42188
 407500,2020-11-01T17:45:06.432+03:00,   0.100E+01, 407500.00, 174.48438
 407600,2020-11-01T17:45:06.454+03:00,   0.100E+01, 407600.00, 174.50000
 407700,2020-11-01T17:45:06.478+03:00,   0.100E+01, 407700.00, 174.56250
 407800,2020-11-01T17:45:06.500+03:00,   0.100E+01, 407800.00, 174.59375
 407900,2020-11-01T17:45:06.522+03:00,   0.100E+01, 407900.00, 174.65625
 408000,2020-11-01T17:45:06.545+03:00,   0.100E+01, 408000.00, 174.68750
 408100,2020-11-01T17:45:06.566+03:00,   0.100E+01, 408100.00, 174.71875
 408200,2020-11-01T17:45:06.588+03:00,   0.100E+01, 408200.00, 174.78125
 408300,2020-11-01T17:45:06.612+03:00,   0.100E+01, 408300.00, 174.81250
 408400,2020-11-01T17:45:06.634+03:00,   0.100E+01, 408400.00, 174.87500
 408500,2020-11-01T17:45:06.656+03:00,   0.100E+01, 408500.00, 174.90625
 408600,2020-11-01T17:45:06.678+03:00,   0.100E+01, 408600.00, 174.96875
 408700,2020-11-01T17:45:06.701+03:00,   0.100E+01, 408700.00, 175.00000
 408800,2020-11-01T17:45:06.723+03:00,   0.100E+01, 408800.00, 175.06250
 408900,2020-11-01T17:45:06.745+03:00,   0.100E+01, 408900.00, 175.09375
 409000,2020-11-01T17:45:06.768+03:00,   0.100E+01, 409000.00, 175.12500
 409100,2020-11-01T17:45:06.791+03:00,   0.100E+01, 409100.00, 175.18750
 409200,2020-11-01T17:45:06.813+03:00,   0.100E+01, 409200.00, 175.21875
 409300,2020-11-01T17:45:06.835+03:00,   0.100E+01, 409300.00, 175.28125
 409400,2020-11-01T17:45:06.858+03:00,   0.100E+01, 409400.00, 175.31250
 409500,2020-11-01T17:45:06.880+03:00,   0.100E+01, 409500.00, 175.37500
 409600,2020-11-01T17:45:06.902+03:00,   0.100E+01, 409600.00, 175.40625
 409700,2020-11-01T17:45:06.925+03:00,   0.100E+01, 409700.00, 175.43750
 409800,2020-11-01T17:45:06.947+03:00,   0.100E+01, 409800.00, 175.50000
 409900,2020-11-01T17:45:06.969+03:00,   0.100E+01, 409900.00, 175.53125
 410000,2020-11-01T17:45:06.992+03:00,   0.100E+01, 410000.00, 175.59375
 410100,2020-11-01T17:45:07.014+03:00,   0.100E+01, 410100.00, 175.62500
 410200,2020-11-01T17:45:07.036+03:00,   0.100E+01, 410200.00, 175.68750
